수산물품목코드,대분류코드,대분류명,중분류코드,중분류명,소분류코드,소분류명,이명,학명,한글과명,영문과명,수과원계통ID
616337,61,해면어류,63,볼락류,37,퉁쏠치,,Erosa erosa,양볼락과,Family Scorpaenidae,
616338,61,해면어류,63,볼락류,38,한벌홍감펭,Scorpion fish,Helicolenus avius,양볼락과,Family Scorpaenidae,MF0002645
616339,61,해면어류,63,볼락류,39,황점볼락,,Sebastes oblongus,양볼락과,Family Scorpaenidae,MF0008779
616340,61,해면어류,63,볼락류,40,황해볼락,"Korean rockfish, 빨갱이(백령도)",Sebastes koreanus,양볼락과,Family Scorpaenidae,MF0008772
616341,61,해면어류,63,볼락류,41,흰꼬리볼락,Longspined rockfish,Sebastes longispinis,양볼락과,Family Scorpaenidae,MF0008773
616342,61,해면어류,63,볼락류,42,남서대서양적어,,Helicolenus dactylopterus dactylopterus,,Family Sebastidae,
616343,61,해면어류,63,볼락류,43,일지말락쏠치,,Minous monodactylus,양볼락과,Family Scorpaenidae ,
616344,61,해면어류,63,볼락류,44,주홍감펭,,Scorpaenodes littoralis,양볼락과,Family Scorpaenidae,MF0015294
616345,61,해면어류,63,볼락류,45,큰미역치,,Snyderia yamanokami,양볼락과,Family Scorpaenidae ,
616399,61,해면어류,63,볼락류,99,기타볼락류,,,,,
616400,61,해면어류,64,부치류,00,부치류,,,,,
616401,61,해면어류,64,부치류,01,꼭갈치,,Malthopsis lutea,부치과,Family Ogcocephalidae,
616402,61,해면어류,64,부치류,02,빨강부치,Starry handfish,Halieutaea stellata,부치과,Family Ogcocephalidae,MF0013649
616499,61,해면어류,64,부치류,99,기타부치류,,,,,
616500,61,해면어류,65,붉평치류,00,붉평치류,,,,,
616501,61,해면어류,65,붉평치류,01,붉평치,CLANCE FISH,Lampris guttatus,붉평치과,Family Lampridae,MF0004671
616599,61,해면어류,65,붉평치류,99,기타붉평치류,,,,,
616600,61,해면어류,66,살벤자리류,00,살벤자리류,,,,,
616601,61,해면어류,66,살벤자리류,01,줄벤자리,Tigerperch,Rhynchopelates oxyrhynchus,살벤자리과,Family Teraponidae,MF0010944
616699,61,해면어류,66,살벤자리류,99,기타살벤자리류,,,,,
616700,61,해면어류,67,삼세기류,00,삼세기류,,,,,
616701,61,해면어류,67,삼세기류,01,삼세기,"Shaggy sea raven, 탱수(경남), 삼숙이(강원), 수베기(포항)",Hemitripterus villosus,삼세기과,Family Hemitripteridae,MF0003887
616702,61,해면어류,67,삼세기류,02,까치횟대,Crested sculpin,Blepsias bilobus,삼세기과,Family Hemitripteridae,MF0002827
616703,61,해면어류,67,삼세기류,03,날개횟대,Littledragon sculpin,Blepsias cirrhosus,삼세기과,Family Hemitripteridae,MF0002826
616799,61,해면어류,67,삼세기류,99,기타삼세기류,,,,,
616800,61,해면어류,68,삼치류,00,삼치류,,,,,
616801,61,해면어류,68,삼치류,01,은삼치,은삼치,Rexea solandri,갈치꼬치과,Family Gempylidae,MF0002474
616802,61,해면어류,68,삼치류,02,줄삼치,"Striped bonito, 이빨다랑어",Sarda orientalis,고등어과,Family Scombridae,MF0013759
616803,61,해면어류,68,삼치류,03,꼬치삼치,"Wahoo, 고치삼치(남한)",Acanthocybium solandri,고등어과,Family Scombridae,MF0003156
616804,61,해면어류,68,삼치류,04,평삼치,Korean seerfish,Scomberomorus koreanus,고등어과,Family Scombridae,MF0010794
616805,61,해면어류,68,삼치류,05,검정통삼치,"Snake mackerel, Barracouta, Snoek",Thyrsites atun,갈치꼬치과,Family Gempylidae,MF0008754
616806,61,해면어류,68,삼치류,06,동갈삼치,Narrow-barred spanish mackerel,Scomberomorus commerson,고등어과,Family Scombridae,MF0010795
616807,61,해면어류,68,삼치류,07,홍삼치,,,,,
616808,61,해면어류,68,삼치류,08,삼치,"Japanese Spanish mackerel, 마어(서해), 망어(동해), 망에(통영), 고시(전남)",Scomberomorus niphonius,고등어과,Family Scombridae,MF0001614
616899,61,해면어류,68,삼치류,99,기타삼치류,,,,,
616900,61,해면어류,69,상어류,00,상어류,,,,,
616901,61,해면어류,69,상어류,01,은상어,Silver chimaera,Chimaera phantasma,은상어과,Family Chimaeridae,MF0008457
616902,61,해면어류,69,상어류,02,곱상어,"Piked dogfish, 곱바리(통영), 곰바리(경남), 돔바리상어(전남),기름상어",Squalus acanthias,돔발상어과,Family Squalidae,MF0009357
616903,61,해면어류,69,상어류,03,악상어,"Porbeagle, Salmon shark",Lamna ditropis,악상어과,Family Lamnidae,MF0011155
616904,61,해면어류,69,상어류,04,상어알,,,,,
616905,61,해면어류,69,상어류,05,가시줄상어,"Lucifer dogfish, Blackbelly lantern shark",Etmopterus lucifer,가시줄상어과,Family Dalatiidae,MF0000614
616906,61,해면어류,69,상어류,06,개상어,개상어,Mustelus griseus,까치상어과,Family Triakidae,MF0008872
616907,61,해면어류,69,상어류,07,별상어,"Starspotted smooth-hound, Starspotted shark, 참상어(부산), 민동상어, 점상어, 점배기상어(전남), 거문지기(강원도), 게상어(충남), 저울도기, 저울상어(제주도)",Mustelus manazo,까치상어과,Family Triakidae,MF0008867
616908,61,해면어류,69,상어류,08,귀상어,"Smooth Hammerhead, Common hammerhead",Sphyrna zygaena,귀상어과,Family Sphyrnidae,MF0014089
616909,61,해면어류,69,상어류,09,칠성상어,,Notorhynchus cepedianus,신락상어과,Family Hexanchidae,
616910,61,해면어류,69,상어류,10,아구상어,,Scoliodon laticaudus,흉상어과,Family Carcharhinidae,
616911,61,해면어류,69,상어류,11,두툽상어,"Cloudy catshark, 두테비, 두테비상어, 개상어(부산), 범상어(전남)",Scyliorhinus torazame,두툽상어과,Family Scyliorhinidae,MF0008335
616912,61,해면어류,69,상어류,12,괭이상어,"Japanese bullhead shark, Bullhead shark, port jackson shark, 애몽상어, 씬도령, 씬도롱, 단도롱, 괴상어, 괭상어, 고양이상어, 전등이, 도렝이, 꼬내기, 고동무치, 도롱상어",Heterodontus japonicus,괭이상어과,Family Heterodontidae,MF0005049
616913,61,해면어류,69,상어류,13,수염상어,,Orectolobus japonicus,수염상어과,Family Orectolobidae,
616914,61,해면어류,69,상어류,14,까치상어,"Banded houndshark, 까치상어(전남, 경기도) 죽상어(통영, 부산, 흑산도)",Triakis scyllium,까치상어과,Family Triakidae,MF0000477
616915,61,해면어류,69,상어류,15,청상아리,"Shortfin mako, Mako shark, 생아리, 청상아리, 청사리, 모두리, 주투",Isurus oxyrinchus,악상어과,Family Lamnidae,MF0009261
616916,61,해면어류,69,상어류,16,가래상어,"Yellow guitar fish, skate shark, brown guitar fish, 수구리(평남), 슈거리, 주게가부리(부산)",Rhinobatos schlegelii,가래상어과,Family Rhinobatidae,MF0010860
616917,61,해면어류,69,상어류,17,갈은상어,,Hydrolagus mitsukurii,은상어과,Family Chimaeridae,
616918,61,해면어류,69,상어류,18,강남상어,Crocodile shark,Pseudocarcharias kamoharai,강남상어과,Family Pseudocarchariidae,MF0007912
616919,61,해면어류,69,상어류,19,검은꼬리상어,,Carcharhinus sorrah,흉상어과,Family Carcharhinidae ,
616920,61,해면어류,69,상어류,20,고래상어,,Rhincodon typus,고래상어과,Family Rhincodontidae,
616921,61,해면어류,69,상어류,21,귀상어류,,Sphyrna spp.,흉상어과,Family Carcharhinidae,
616922,61,해면어류,69,상어류,22,극지별상어,"Gummy shark, Australian smooth hound",Mustelus antarcticus,까치상어과,Family Triakidae,MF0008871
616923,61,해면어류,69,상어류,23,꼬리기름상어,"Sharpnose sevengill shark, Seven gilled shark",Heptranchias perlo,신락상어과,Family Hexanchidae,MF0004457
616924,61,해면어류,69,상어류,24,대빨판이,Common remora,Remora remora,빨판상어과,Family Echeneidae,MF0010637
616925,61,해면어류,69,상어류,25,도돔발상어,,Squalus japonicus,돔발상어과,Family Squalidae,MF0009341
616926,61,해면어류,69,상어류,26,돌묵상어,,Cetorhinus maximus,돌묵상어과,Family Cetorhinidae,
616927,61,해면어류,69,상어류,27,돔발상어,,Squalus mitsukurii,돔발상어과,Family Squalidae,
616928,61,해면어류,69,상어류,28,망상어,"Ocean perch, Surfperch",Ditrema temminckii,망상어과,Family Embiotocidae,MF0014954
616929,61,해면어류,69,상어류,29,모조리상어,"Shortnose dogfish, Shortnose spurdog, 모조리상어(강원도)",Squalus megalops,돔발상어과,Family Squalidae,MF0009342
616930,61,해면어류,69,상어류,30,무태상어,,Carcharhinus brachyurus,흉상어과,Family Carcharhinidae,
616931,61,해면어류,69,상어류,31,미흑점상어,Silky shark,Carcharhinus falciformis,흉상어과,Family Carcharhinidae,MF0002069
616932,61,해면어류,69,상어류,32,백상아리,,Carcharodon carcharias,악상어과,Family Lamnidae,
616933,61,해면어류,69,상어류,33,뱀상어,Tiger shark,Galeocerdo cuvier,흉상어과,Family Carcharhinidae,MF0013520
616934,61,해면어류,69,상어류,34,범수구리,,Squatina nebulosa,전자리상어과,Family Squatinidae,MF0001363
616935,61,해면어류,69,상어류,35,복상어,Blotchy swell shark,Cephaloscyllium umbratile,두툽상어과,Family Scyliorhinidae,MF0003111
616936,61,해면어류,69,상어류,36,불범상어,"Blackspotted dogfish, blackspotted catshark, 불범상어(전남)",Halaelurus buergeri,두툽상어과,Family Scyliorhinidae,MF0002496
616937,61,해면어류,69,상어류,37,비악상어,"Porbeagle, Mackerel shark",Lamna nasus,악상어과,Family Lamnidae,MF0003562
616938,61,해면어류,69,상어류,38,빨판상어,"Live shark sucker, Slender suckerfish",Echeneis naucrates,빨판상어과,Family Echeneidae,MF0009999
616939,61,해면어류,69,상어류,39,삿징이상어,"Zebra bullhead shark, Striped cat shark, striped bullbead shark, 삿징이상어(부산)",Heterodontus zebra,괭이상어과,Family Heterodontidae,MF0005050
616940,61,해면어류,69,상어류,40,상어지느러미,,,,,
616941,61,해면어류,69,상어류,41,얼룩상어,,Chiloscyllium indicum,얼룩상어과,Family Hemiscylliidae,
616942,61,해면어류,69,상어류,42,인상어,Surfperch,Neoditrema ransonnetii,망상어과,Family Embiotocidae,MF0005698
616943,61,해면어류,69,상어류,43,장완흉상어,"Oceanic whitetip shark, Whitetip whaler",Carcharhinus longimanus,흉상어과,Family Carcharhinidae,MF0002066
616944,61,해면어류,69,상어류,44,전자리상어,,Squatina japonica,전자리상어과,Family Squatinidae,MF0001364
616945,61,해면어류,69,상어류,45,점수구리,,Rhinobatos hynnicephalus,가래상어과,Family Rhinobatidae,
616946,61,해면어류,69,상어류,46,청새리상어,"Blue shark, Blue whaler, Great blue shark",Prionace glauca,흉상어과,Family Carcharhinidae,MF0003343
616947,61,해면어류,69,상어류,47,큰눈환도상어,,Alopias superciliosus,,Family Alopiidae,
616948,61,해면어류,69,상어류,48,톱상어,,Pristiophorus japonicus,톱상어과,Family Pristiophoridae,MF0003364
616949,61,해면어류,69,상어류,49,펜두상어,Milk shark,Rhizoprionodon acutus,흉상어과,Family Carcharhinidae,MF0010843
616950,61,해면어류,69,상어류,50,표범상어,Haberer's catshark,Proscyllium habereri,표범상어과,Family Proscylliidae,MF0000637
616951,61,해면어류,69,상어류,51,행락상어,,Hemitriakis japonica,까치상어과,Family Triakidae,
616952,61,해면어류,69,상어류,52,환도상어,Pelagic thresher shark,Alopias pelagicus,환도상어과,Family Alopiidae,MF0004582
616953,61,해면어류,69,상어류,53,흉상어,Sandbar shark,Carcharhinus plumbeus,흉상어과,Family Carcharhinidae,MF0002065
616954,61,해면어류,69,상어류,54,흑기흉상어,"Blacktip reef shark, Blacktip shark, Guliman",Carcharhinus melanopterus,흉상어과,Family Carcharhinidae,MF0002067
616955,61,해면어류,69,상어류,55,흰배환도상어,"Thresher shark, Thintail thresher, Fox shark",Alopias vulpinus,환도상어과,Family Alopiidae,MF0004583
616956,61,해면어류,69,상어류,56,흰빨판이,,Remorina albescens,빨판상어과,Family Echeneidae,
616999,61,해면어류,69,상어류,99,기타상어류,,,,,
617000,61,해면어류,70,새다래류,00,새다래류,,,,,
617001,61,해면어류,70,새다래류,01,새다래,Pacific pomfret,Brama japonica,새다래과,Family Bramidae,MF0010195
617002,61,해면어류,70,새다래류,02,벤텐어,,Pteraclis aesticola,새다래과,Family Bramidae,
617003,61,해면어류,70,새다래류,03,타락치,,Taractes asper,새다래과,Family Bramidae,
617099,61,해면어류,70,새다래류,99,기타새다래류,,,,,
617100,61,해면어류,71,새치류,00,새치류,,,,,
617101,61,해면어류,71,새치류,01,녹새치,,Makaira mazara,돛새치과,,
617102,61,해면어류,71,새치류,02,황새치,Swordfish,Xiphias gladius,황새치과,Family Xiphiidae,MF0009128
617103,61,해면어류,71,새치류,03,돛새치,,Istiophorus platypterus,황새치과,Family Xiphiidae,
617104,61,해면어류,71,새치류,04,흑새치,,Makaira indica,,Family Istiophoridae,
617105,61,해면어류,71,새치류,05,청새치,Striped marlin,Tetrapturus audax,돛새치과,Family Istiophoridae,MF0010224
617106,61,해면어류,71,새치류,06,단문청새치,"Shortbill spearfish, 짧은창새치,짧은부리청새치",Tetrapturus angustirostris,,,MF0014604
617107,61,해면어류,71,새치류,07,백새치,,Kajikia albidus,돛새치과,Family Istiophoridae,
617108,61,해면어류,71,새치류,08,홍새치,,,,,
617199,61,해면어류,71,새치류,99,기타새치류,,,,,
617200,61,해면어류,72,색줄멸류,00,색줄멸류,,,,,
617201,61,해면어류,72,색줄멸류,01,밀멸,,Atherion elymus,색줄멸과,Family Atherinidae,
617202,61,해면어류,72,색줄멸류,02,색줄멸,,Hypoatherina bleekeri,색줄멸과,Family Atherinidae,
617203,61,해면어류,72,색줄멸류,03,은줄멸,Silverside,Hypoatherina tsurugae,색줄멸과,Family Atherinidae,MF0004122
617299,61,해면어류,72,색줄멸류,99,기타색줄멸류,,,,,
617300,61,해면어류,73,샛멸류,00,샛멸류,,,,,
617301,61,해면어류,73,샛멸류,01,샛멸,Deep sea smelt,Glossanodon semifasciatus,샛멸과,Family Argentinidae,MF0004880
617302,61,해면어류,73,샛멸류,02,가고시마샛멸,,Argentina kagoshimae,샛멸과,Family Argentinidae ,
617399,61,해면어류,73,샛멸류,99,기타샛멸류,,,,,
617400,61,해면어류,74,샛비늘치류,00,샛비늘치류,,,,,
617401,61,해면어류,74,샛비늘치류,01,샛비늘치,,Myctophum nitidulum,샛비늘치과,Family Myctophidae,
617402,61,해면어류,74,샛비늘치류,02,얼비늘치,,Myctophum asperum,샛비늘치과,Family Myctophidae,
617403,61,해면어류,74,샛비늘치류,03,깃비늘치,Skinny cheek lanternfish,Benthosema pterotum,샛비늘치과,Family Myctophidae,MF0009502
617499,61,해면어류,74,샛비늘치류,99,기타샛비늘치류,,,,,
617500,61,해면어류,75,서대류,00,서대류,,,,,
617501,61,해면어류,75,서대류,01,솔레아종,,Solea solea,,,
617502,61,해면어류,75,서대류,02,노랑각시서대,Many-banded sole,Zebrias fasciatus,납서대과,Family Soleidae,MF0014375
617503,61,해면어류,75,서대류,03,참서대,Red tongue sole,Cynoglossus joyneri,참서대과,Family Cynoglossidae,MF0012833
617504,61,해면어류,75,서대류,04,개서대,"Robust tongue fish, 개서대(한어)",Cynoglossus robustus,참서대과,Family Cynoglossidae,MF0005013
617505,61,해면어류,75,서대류,05,홍서대,,Cynoglossus dubius,,,
617506,61,해면어류,75,서대류,06,용서대,"Three lined tongue sole, 용서대(여수)",Cynoglossus abbreviatus,참서대과,Family Cynoglossidae,MF0012831
617507,61,해면어류,75,서대류,07,납서대,,Heteromycteris japonica,납서대과,Family Soleidae,
617508,61,해면어류,75,서대류,08,각시서대,,Pseudaesopia japonica,납서대과,Family Soleidae,
617509,61,해면어류,75,서대류,09,궁제기서대,,Zebrias zebra,납서대과,Family Soleidae,MF0014368
617510,61,해면어류,75,서대류,10,동서대,,Aseraggodes kobensis,납서대과,Family Soleidae,
617511,61,해면어류,75,서대류,11,물서대,,Cynoglossus gracilis,참서대과,Family Cynoglossidae,
617512,61,해면어류,75,서대류,12,박대,,Cynoglossus semilaevis,참서대과,Family Cynoglossidae,
617513,61,해면어류,75,서대류,13,보섭서대,,Symphurus orientalis,참서대과,Family Cynoglossidae,
617514,61,해면어류,75,서대류,14,칠서대,"Genko sole, mottled tongue fish",Cynoglossus interruptus,참서대과,Family Cynoglossidae,MF0012832
617515,61,해면어류,75,서대류,15,흑대기,"Black cow-tongue, 흑대기, 서덕이(서해), 서대(남해)",Paraplagusia japonica,참서대과,Family Cynoglossidae,MF0013793
617599,61,해면어류,75,서대류,99,기타서대류,,,,,
617600,61,해면어류,76,선홍치류,00,선홍치류,,,,,
617601,61,해면어류,76,선홍치류,01,선홍치,"Pacific bonnetmouth, 홍옥고기",Erythrocles schlegelii,선홍치과,Family Emmelichthyidae,MF0001234
