"","Country","Species","y1984","y1985","y1986","y1987","y1988","y1989","y1990","y1991","y1992","y1993","y1994","y1995","y1996","y1997","y1998","y1999","y2000","y2001","y2002","y2003","y2004","y2005","y2006","y2007","y2008","y2009","y2010","y2011","y2012","y2013","y2014","y2015","y2016","y2017","y2018","total"
"1335","Japan","Freshwater prawns, shrimps nei",69.6,95.7,159.9,264,230,176,187,114,120,136.5,136.5,105,91,90,105,82.5,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2342.7
"1336","Japan","Green seaweeds",932,728.64,1155.39,1732.81,2022.27,864.8,752.1,770.5,765.9,752,422.1,748,752,640.5,520.8,483,629.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14672.16
"1337","Japan","Japanese amberjack",602812.35,602612.87,794889.69,827559.31,1037956.43,963246.03,888094.78,1045142.78,1034313.52,1237672.39,1238839.22,1269860.63,1245884.65,1191374.41,1081491.92,1279891.76,1328216.46,973915.52,907783.28,1058702.06,1011029.88,958698.65,1009960.18,964503.23,1125710.9,1232071.24,1340056.9,1440951.15,1342541.39,1142468.08,1126501.45,992299.94,1082248.86,1063057.31,1079068,37521427.22
"1338","Japan","Japanese eel",320112.01,288809.68,392509.66,433257.22,456374.59,452642.83,367215.42,381926.5,430019.62,491165.3,542758.2,577367.33,477690.46,345309.37,314525.54,309827.3,236171.28,176177.86,156204.56,188775.34,229723.51,246939.03,259702.79,269214.28,376633.54,435686.54,436831.44,628954.74,622430.38,479590.99,469319.89,480106.26,597309.18,621141.14,454254.31,13946678.09
"1339","Japan","Japanese jack mackerel",4675.66,6346.14,10684.03,8986.09,39983.06,41194.45,32424.64,37017.99,39671.96,40405.75,41774.41,44165.64,34096.11,27900.58,23014.75,24132.7,24110.8,26133.2,27349.8,20848.33,17075.57,17698.21,14258.73,12622.6,14801.9,15451.33,14274.33,12066.61,12457.64,9877.49,9278.42,6600.9,7077.67,8157.54,8184.01,734799.04
"1340","Japan","Japanese kelp",49488.4,33631.45,49177.25,54709.15,70525.68,98592.17,78376.18,100106.56,106192.42,130858.76,116833.56,98199.69,99275.73,83622.65,70996.92,105188.98,99410.44,97041.07,70807.51,92612.08,78523.88,74550.45,79113.2,90287.74,106212.61,89583.38,90556.23,79441.64,99623.59,81694.07,73491.08,72758.74,70464.24,84276.75,87814.24,2964038.49
"1341","Japan","Kuruma prawn",20370,21510,24340,43230,45300,42195,52720,49820,43740,42800,37975,41150,46150,56025,39860,34520,41720,50100,53340,74900.14,74323.75,74756.16,76213.2,74095.11,79751.76,89166.12,84484.06,90693.78,93532.49,77882.55,77040.13,61754.39,65518.98,64698.67,72806.39,2018482.68
"1342","Japan","Laver (Nori)",536511.04,521569.33,842443.61,779612.5,1158683.82,864440.02,727874.39,882430.55,873993.31,983316.14,1314338.84,1090982.54,900764.64,982992.02,882924.38,923860.07,981672.86,975578.76,901086.65,751965.28,878629.48,881722.26,752120.65,807744.96,783635.71,894421.6,971965.57,891423.63,1184739.4,741918.12,687460.83,702894.06,921191.95,1040065.36,986672.23,31003646.56
"1343","Japan","Marine crustaceans nei",143.5,56,73.5,266,80.5,135,126,116,176,148.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1321
"1344","Japan","Marine fishes nei",2620.68,3088.8,6045.64,5996.18,14106.67,14181.2,16164,21099.9,17012.9,21762,23214,28490,30255.5,32150,34790,36720,41428.8,39955,41435,68143.45,76183.29,90727.43,95752.32,143243.19,150220.78,195228.12,286899.51,407094.57,39841.86,28659.05,28146.72,27171.93,29422.87,29643.52,28436.82,2155331.7
"1345","Japan","Pacific bluefin tuna",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345128.95,300289.98,396348.02,364041.1,371825.71,396545.62,447052.97,2621232.35
"1346","Japan","Pacific cupped oyster",132460.34,128455.8,177834.84,189325.75,241774.75,226793.86,241331.64,298289.26,332612.96,369870.03,418643.52,436984.09,382282.47,312018.77,251567.88,314646.21,344372.26,297705.28,305265.59,326755.48,340234.22,319114.47,311827.91,254602.49,296347.56,314955.5,383072.19,382447.12,381474.62,308825.45,342366.17,317438.14,325582.31,298192.08,306556.66,10612027.67
"1347","Japan","Pearl oyster shells nei",277541.75,242927.25,317743.16,356470.76,479962.27,452669.33,617207.96,630978.58,613478.22,722012.7,763472.68,737621.28,500787.55,481362.17,268578.05,240559.7,270361.18,211480.86,183898.52,190524.44,173267.94,174955.23,156158.8,152899.26,128813.34,90407.36,110503.69,118134.97,124112.59,114830.92,127934.57,131134.11,152381.26,136993.21,142617.15,10594782.81
"1348","Japan","Rainbow trout",43173.27,45121.88,57345.45,65189.65,61759.79,48580.51,51803.09,56268.25,61911.86,85392.96,73845.28,88477.43,78467.36,67482.32,55107.36,59211.78,45212.77,42151.74,38367.74,45040.33,46370.36,41959.49,37917.26,33422.28,36558.52,37280.03,37651.02,37941.5,37535.79,29755.43,29090.65,28146.79,38430.79,37114.59,37708.4,1716793.72
"1349","Japan","Red oyas",2551.78,2090.19,3298.73,3302.19,4864.76,5203,2371.64,3575.72,5138.7,5935.82,6253.78,6931.44,6932.03,5716.3,5948.11,5151.76,4959.5,5546.4,5520.6,8640.03,8908.39,6664.51,8307.58,11211.6,14316.91,13792.79,15812.33,1478.57,1541.54,1649.66,6522.27,9500.69,11324.22,11251.19,6983.32,229198.05
"1350","Japan","Seaweeds nei",4891.14,6183.94,10042.03,15589.02,12496.82,22141.7,24251.2,23874,23749.8,27066,21000,14966,14972,20490,12038,41284,33560.55,36300,33960,20510.54,22097.99,32470.1,40428.73,27480.7,20825.41,19164.41,18124.84,29508.67,37673.76,34950.25,38114.19,26676.24,31987.31,37863.5,43379.41,880112.25
"1351","Japan","Silver seabream",194366.41,204150.14,340018,446026.78,469067.42,466744,479408.35,513930.18,526845.39,591957.93,766879.7,807569.1,704541.98,613077.35,497107.97,524699.73,613391.76,542924.43,459097.61,445997,469130.08,444246.78,501172.41,471354.52,480800,491286.03,576544.2,618968.45,604194.85,503966.99,414819.76,362620,492421.82,491743.48,476060.03,17607130.63
"1352","Japan","Tiger pufferfish",5829.35,9504,14437.88,22382.4,28352.68,37779.6,65137.5,65092.5,89496,97394,77760,90697.5,122144,128161.5,118558,112200,106492.5,126918,115082,103818.38,100048.06,93454.29,78638.41,77605.62,96134.7,92001.69,95625.55,97272.12,99448,87903.48,77455.46,77542.05,92248.66,85400.08,86217.51,2874233.47
"1353","Japan","Tilapias nei",8860,10450,10282.5,11560,11900,13207.5,14562.5,14117.5,12212.2,9898.2,12483.92,13188.17,11130.78,5173.12,3926.45,3791.23,2645.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169389.44
"1354","Japan","Trouts nei",7705.86,7534.77,12359.97,15792.88,18489.89,19335.12,20445.83,23551.78,27715.64,35551.85,39450.67,59715.81,67180.23,55505.62,46651.27,54113,49380.32,41378.53,41116.44,52142.56,53529.92,49158.77,44694.06,39032.33,38498.51,44074.79,45773.58,48855.35,51484.86,40770.25,39312.92,35045.09,40535.72,40805.54,37373.09,1344062.82
"1355","Japan","Wakame",63127.9,60331.29,87881.16,78270.85,87475.68,102610.07,131924.65,135575.78,124630.38,122649.31,156146.88,175767.35,107333.71,94796.58,101224.41,126128.44,85208.93,60220.57,67539.47,78485.89,89697.17,91707.47,67827.26,62467.04,98569.45,115992.07,94577.32,36538.21,121981.92,73169,61994.75,65851.95,94316.97,95768.79,94779.64,3312568.31
"1356","Japan","White trevally",629.72,584.18,1427.49,2101.28,2202.08,2445.45,3488.4,4482.9,4725.15,5457.5,5977.5,6367.2,5857.5,5542.5,6420,7337.5,7645,8659.8,7327.5,33860.23,39469.86,32133.19,33840.88,37425.81,39837.07,42405.54,46103.97,46574.85,51083.82,45637.26,44051.24,40943.77,52567.78,51548.51,55490.92,781653.35
"1357","Japan","Yesso scallop",89463.37,125794.72,198798.37,264990.13,314798.95,263865.33,285074.72,293498.54,305941.5,336960.94,369021.25,406854.57,327079.22,344810.92,294583.39,324228.93,348177.41,287214.86,274320.72,258352.97,314391.78,366414.75,302719.73,347354.44,308365.95,356514.5,392653.8,323205.04,322018.84,330741.33,388918.8,501882.66,573815.66,407546.94,533218.56,11483593.59
"1358","Jordan","Common carp",33.85,49.49,74.32,76.76,69.98,37.5,45.21,11.02,18.54,45.45,57.1,126,142.69,105.75,63.45,0,21.16,0,0,0,0,634.7,592.38,1066.29,1555.66,1716.9,1933.38,3015.78,2985.91,4225.35,6338.03,6338.03,6338.03,6338.03,6338.03,50394.77
"1359","Jordan","Tilapias nei",104.14,152.27,257.25,295.22,269.16,100,150.69,55.08,82.38,233.77,345.16,640,666.23,528.75,927.08,1815.94,1985.19,1904.13,1815.94,2291.96,1717.21,1860.81,2073.35,1446.4,1413.62,1656.34,2224.23,1348.73,1577.47,1819.72,3010.56,3010.56,3010.56,3010.56,3169.01,46969.47
"1360","Kazakhstan","Asp",0,0,0,0,0,0,0,0,10,18,2,6,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
"1361","Kazakhstan","Common carp",0,0,0,0,7972,11730.6,10542,15943.2,2848.5,2534.4,896.4,788.5,518.7,290.7,122,130,126,0,1281,1253.7,2.1,77.7,111.3,46.2,77.7,184.8,165.9,573.3,254.1,365.4,151.2,101.35,53.91,308.24,153.75,59604.65
"1362","Kazakhstan","Crucian carp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.5,10,2.5,190,82.5,95,37.5,234.52,360.94,1.59,188.57,1210.62
"1363","Kazakhstan","European perch",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0.26,62.29,49.47,50.13,177.75
"1364","Kazakhstan","Freshwater bream",0,0,0,0,0,0,0,0,346,202.5,137.5,264,110,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1372
"1365","Kazakhstan","Freshwater fishes nei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657.8,0,0,2,0,75,60,90,80,55,55,297.5,717.5,172.5,254.87,251.33,0,0,2768.5
"1366","Kazakhstan","Grass carp(=White amur)",0,0,0,0,16.2,52.5,42.5,45,13,2.7,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.5,0,0,60,0.84,2.19,59.08,54.25,408.46
"1367","Kazakhstan","Northern pike",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,21,6,1.11,6.47,7.17,7.14,60.89
"1368","Kazakhstan","Pike-perch",0,0,0,0,0,0,0,0,307.5,367.5,176.8,325,135.2,380,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693
"1369","Kazakhstan","Roach",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,0,0,0,0,0,0.06,19.43,14.17,14.21,65.37
"1370","Kazakhstan","Silver carp",0,0,0,0,5050.8,4356,4075.2,3594.8,2260,2259.6,1128.6,2606.1,2713.2,2992.5,2194.5,2368.8,1612.5,0,292.1,423.2,225.4,89.7,287.5,133.4,170.2,204.7,112.7,662.4,239.2,13.8,4.6,0.84,184.83,0,0,40257.17
"1371","Kazakhstan","Snakeheads(=Murrels) nei",0,0,0,0,0,0,0,0,93.5,41.25,63.25,121.5,50.4,143.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513
"1372","Kazakhstan","Sturgeons nei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,280,1374.87,2775.26,5976.13,5692.51,16248.77
"1373","Kazakhstan","Trouts nei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.5,102.5,97.5,220,117.5,120,160,145,185,182.5,400,902.5,747.5,495,1184.53,1200.5,1344.32,1284.66,8946.51
"1374","Kazakhstan","Wels(=Som) catfish",0,0,0,0,0,0,0,0,20,30,4.4,8,4.2,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.1
"1375","Kazakhstan","Whitefishes nei",0,0,0,0,519.2,220.8,324.3,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1274.3
"1376","Kenya","Common carp",1.98,2.56,4.75,4.26,37.01,127.68,255.91,148.29,157.36,260.1,223.92,392.7,55.3,71.6,30.7,43.62,40.15,35.64,49.53,67.48,67.75,75.2,75.45,401.96,413.21,434.4,828.06,1345.78,1372.42,1604.45,1595.3,1368.94,618.59,716.56,888.44,13817.05
"1377","Kenya","Milkfish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,400,800,9.67,9.87,1619.54
"1378","Kenya","Nile tilapia",101.24,103.21,108.9,125.07,429,405.77,442.16,361.95,361.93,639.9,587.34,857.6,828,118.05,88.74,126.56,320.93,629.32,534.67,948.96,931.32,988.23,1013.62,8815.22,9964.38,9968.98,25884.05,42060.78,42894.74,50141.96,49947.54,39901.63,37121.85,33456.33,42013.17,403223.1
"1379","Kenya","North African catfish",0,0,0,0,0,0,0,0,0,0,0,0,0,2.99,8.93,131.56,195.55,503.05,564.39,1051.11,1011.2,1052.58,649.25,2381.45,2584.72,2709.64,5522.94,8971.89,9154.19,10707.26,10654.79,8550.76,5266.77,4659.08,5804.45,82138.55
"1380","Kenya","Penaeus shrimps nei",11.82,16.44,10.63,9.48,25.38,400,1770.6,1352,700.91,328.18,488.88,2.34,6.05,5.85,2.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5131.48
"1381","Kenya","Rainbow trout",450.43,424.71,452.98,379.39,727.69,460.39,387.79,367.72,327.36,388.8,670.32,817,20.61,45.9,63.75,103.68,469.17,993.5,546.74,152.89,171.9,190.66,183.08,314.4,392.11,362.97,846.87,1368.64,1398.92,1634.47,1625.45,1238.05,4605.71,3585.7,4146.04,30315.79
"1382","Kenya","Spiny eucheuma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,4.05,10.65,10.68,10.46,9.37,9.06,8.9,9.08,73.39
"1383","Kenya","Trouts nei",0,0,0,0,310.96,783.9,698,731.61,669.6,505.44,954.18,1133.6,136.08,55.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5978.76
"1384","Kiribati","Eucheuma seaweeds nei",0,0,301.89,68.12,86.31,309.92,1320.8,2042,868,489.6,950.4,1574.4,445.37,329.31,224.24,363.79,390.43,287.49,138.63,152.7,156.16,200,353.48,44.48,90.73,138.64,426.55,433.66,600.12,130.33,225.9,189.32,189.93,195.82,190.9,13909.42
"1385","Kiribati","Freshwater fishes nei",0,0.67,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
"1386","Kiribati","Milkfish",17.61,15.11,42.87,37.32,58.82,69.35,69.3,80,80,100,60,28.5,14.09,10.42,5.04,16.78,20.38,23.27,19.04,14.67,14.67,19.56,19.56,8.15,18.97,20.5,25.23,7.74,28.47,26.55,5.41,4.51,4.46,4.6,4.48,995.43
"1387","Kiribati","Nile tilapia",0,0,0,0,0.23,0.5,0.5,0.6,0.7,1.4,1.4,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93
"1388","Korea, Dem. People's Rep","American bull frog",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,25,25,25,37.5,37.5,37.5,37.5,250
"1389","Korea, Dem. People's Rep","Atlantic salmon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80,120,120,120,160,160,160,400,480,1880
"1390","Korea, Dem. People's Rep","Chinese softshell turtle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,240,240,280,280,280,280,400,400,2560
"1391","Korea, Dem. People's Rep","Clams, etc. nei",8000,8000,12000,16000,22500,22500,25000,30000,33000,33000,38879.5,37700.3,42813.1,39986.4,39000,39000,40950,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,40300,40300,1192929.3
"1392","Korea, Dem. People's Rep","Cyprinids nei",17500,17500,17500,19200,20160,24750,19000,21600,21600,21600,29250,19500,6121.5,11000,11000,11000,11000,11000,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,7000,7000,7000,7000,8500,8500,10000,420281.5
"1393","Korea, Dem. People's Rep","Freshwater fishes nei",1200,1800,2700,4000,3600,6000,4800,2500,2500,2750,2750,7500,9705,7650,7500,7500,8250,8250,8250,8250,8250,8250,8250,8250,3750,3750,3750,3750,4000,4000,4000,4500,4500,5000,5500,186955
"1394","Korea, Dem. People's Rep","Gelidium seaweeds",0,0,0,0,0,400,400,400,400,400,400,400,450,450,450,450,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5100
"1395","Korea, Dem. People's Rep","Gracilaria seaweeds",400,400,400,400,400,400,400,400,400,400,400,400,450,450,450,450,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7100
"1396","Korea, Dem. People's Rep","Japanese kelp",2e+05,240000,280000,365600,367600,409600,337500,4e+05,471500,486500,367041.95,332404.05,349568.45,225346.2,222000,222000,198000,244362.25,244362.25,244362.25,244362.25,244362.25,244365,244365,66645,66645,66645,66645,66645,66645,73350,73350,82500,82500,82500,7979271.9
"1397","Korea, Dem. People's Rep","Japanese sea cucumber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,500,500,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,13100
"1398","Korea, Dem. People's Rep","Laver (Nori)",8000,8000,8000,8000,8000,8800,8100,8100,9000,9000,7500,6500,7000,4475.35,4400,4400,3850,0,0,0,0,0,0,0,0,0,200,200,200,400,400,400,600,600,600,124725.35
"1399","Korea, Dem. People's Rep","Marine fishes nei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,325,325,400,600,1975
"1400","Korea, Dem. People's Rep","Nile tilapia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75,125,125,125,125,125,125,125,125,125,125,125,125,1650
"1401","Korea, Dem. People's Rep","North African catfish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,250,250,250,250,250,250,750,750,1000,1000,1250,1250,1500,1500,2500,10000,17500,40750
"1402","Korea, Dem. People's Rep","Sturgeons nei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,400
"1403","Korea, Dem. People's Rep","Tiger pufferfish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,60,60,60,60,60,60,380
"1404","Korea, Dem. People's Rep","Wakame",60000,40000,40000,40000,40000,40000,33750,33750,33750,33750,27500,22500,25000,18388.15,18150,18150,17600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542288.15
"1405","Korea, Dem. People's Rep","Yesso scallop",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,200,200,200,200,250,250,250,250,300,400,2600
"1406","Korea, Republic of","[Oplegnathus fasciatus]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12914.18,16720.15,29634.33
"1407","Korea, Republic of","[Sargassum spp]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614.55,524.73,1139.28
"1408","Korea, Republic of","[Capsosiphon fulvescens]",1.21,121.7,363.94,421.49,40.43,231.81,224.02,2.56,16.67,41.23,23.82,1.65,9.6,0,0,0,0,0,429.38,19.6,227.56,2230.3,4453.72,4866.73,13795.04,9966.5,9924.51,12224.55,12086.92,21457.86,11058.06,9509.63,9269.72,17152.58,19081.23,159254.02
"1409","Korea, Republic of","Abalones nei",277.83,84.49,176.36,0,0,0,0,0,0,0,0,0,1713.6,0,0,0,1718.14,2088.4,5081.5,52812.71,53855.21,90956.43,126002.36,174330.2,158530.22,184186.39,197577.66,215561.82,213130.06,226148.97,281912.17,287020.91,299385.72,510752.9,656299.12,3739603.17
"1410","Korea, Republic of","Amberjacks nei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2267.74,5138.11,7405.85
"1411","Korea, Republic of","Amur catfish",0,0,0,0,0,0,0,0,0,0,10403.23,12686.82,15000.8,8182.78,6033.56,6363.97,7766.55,4848.23,5211.49,4260.12,5382.48,5478.72,8478.43,8967.53,10989.45,8442.32,10321.19,15093.24,15340.72,14495.6,17011.1,17440.53,12939.92,13741.43,13183.28,258063.49
"1412","Korea, Republic of","Aquatic invertebrates nei",8862.6,5412.69,2347.94,7422.14,6249.43,9788.88,9227.2,7979.2,6905,8420,8541.5,4936.8,4625.5,2930.4,9837.38,10107.62,21848.24,26119.2,23864.9,8246.22,6397.12,10974.58,9655.29,0,0,11443.09,6682.01,8113.72,7792.51,5420.66,8.97,10264.77,9179.24,0,1.36,279606.16
"1413","Korea, Republic of","Aquatic plants nei",8.04,126.95,14.56,9.32,92.98,11.38,6.74,15.34,23.33,41.23,23.82,0,0,0,0,21.04,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394.92
"1414","Korea, Republic of","Ayu sweetfish",0,0,0,0,0,0,0,0,0,0,0,188.84,774,1333.62,2702.66,1914.85,1325.01,626.11,583.43,712.62,812.28,576.7,249.28,415.24,698.21,564.36,547.61,503.77,728.25,724.51,859.24,738.39,829.95,949.1,684.11,20042.14
"1415","Korea, Republic of","Bagrid catsfih nei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5544.58,9867.72,15412.3
"1416","Korea, Republic of","Bastard halibut",0,0,0,112.35,129.69,2128.91,32236.18,34342.36,142455.96,41170.12,99138.98,101753.23,128286.65,367836,188626.62,221168.42,168232.23,148357.17,183104.36,308352.06,287903.65,346510.09,481856.74,472374.43,377602.76,431103.94,423671.64,416263.21,387673.6,397463,383172.5,445713.84,460285.16,516741.97,479797.37,8475565.19
"1417","Korea, Republic of","Blackhead seabream",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25183.74,25246.98,28431.81,15118.73,13404.01,19561.58,13039.87,13455.31,11270.19,11751.01,14057.93,13972.79,18349.08,15296.15,238139.18
"1418","Korea, Republic of","Blood cockle",5118.88,4194.64,3085.75,4454.93,7544.23,6824.17,11792.7,19261.21,20555.46,3504.94,16016.92,24535.03,8946,5686,2958.6,2408.83,1547.92,5600.77,770.49,5486.78,20444.07,7906.86,9664.76,62961.58,5193.06,7132.52,4176.16,3907.7,4586.96,4231.86,3721.01,377.84,1489.48,1227.61,741.72,298057.44
"1419","Korea, Republic of","Channel catfish",0,0,0,0,0,0,0,0,0,0,0,0,1696.6,0,0,0,0,0,20,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,1722.48
"1420","Korea, Republic of","Chinese mitten crab",0,0,0,0,0,0,0,0,0,0,79.62,26.47,0,714.22,416.26,597.5,721.71,971.94,464.31,549,1084.02,521.99,427.9,377.96,361.07,384.54,169.71,449.93,412.79,259.4,404.23,132.61,537.3,69.66,71.56,10205.7
"1421","Korea, Republic of","Chinese softshell turtle",0,0,0,0,0,0,0,0,0,0,0,873.79,2500,357.68,1784.57,3358.64,5250.49,3007.91,2919.67,3795.8,3838.06,3932.82,4041.1,4984.73,4173.85,3535.88,8315.03,8916.67,11054.87,9584.79,9185.22,7644.62,8078.13,6703.62,7153.81,124991.75
"1422","Korea, Republic of","Common carp",2337.84,2515.67,10420.21,18715.29,28442.51,32876.34,53302.6,34794.13,65616.57,42448.97,53860.22,49678.02,42903,36345.77,24735.75,7987.85,10443.36,4748.44,5155.52,4348.12,8077.52,1443.3,7704.74,1136.29,2110,949.04,873.31,648.7,430.27,513.67,405.37,401.95,511.05,302.03,229.8,557413.22
"1423","Korea, Republic of","Convict grouper",0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,157.89,183.09,488.14,1074.9,2337.94,1026.92,5461.87,1953.06,5800.02,1662.19,4295.44,4885.9,3519.2,1731.35,1891.01,2232.65,2985.38,4049.63,8737.34,6077.51,60677.43
"1424","Korea, Republic of","Crucian carp",94.7,75.78,140.77,43.7,288.2,94.8,33.91,64.31,21.53,14.42,113.21,154.64,256.5,551.23,500.26,839.18,468.55,562.14,346.59,483.47,5896.01,825.32,840.15,1059.42,483.36,477.79,452.72,645.74,364.86,527.72,837.22,342.95,418.58,708.02,758.86,19786.61
"1425","Korea, Republic of","Cyprinids nei",20,65,237.42,421.18,1041.72,627.84,425.27,527.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9186.74,9302.21,8997.91,30852.89
"1426","Korea, Republic of","Dotted gizzard shad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5617.14,13938.89,3654.49,2574.25,251.92,0,1075.93,842.74,722.01,1355.36,2227.46,1852.41,2247.76,4514.91,40875.27
"1427","Korea, Republic of","Filefishes, leatherjackets nei",0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,321.44,93.3,29.69,0,28.45,225.52,929.78,2048.42,3815.27,6777.59,5721.29,6123.99,3804.43,4634.95,4498.99,4493.67,4908.15,5217.16,6919.19,5789.79,66444.07
"1428","Korea, Republic of","Fleshy prawn",471.89,241.47,460.6,678.67,1009.86,2804.13,4700.5,9782.19,12769.98,2870.59,8233.76,6993.29,6856.6,22995,8517.62,16062.04,17005,25441.53,20418.7,34344.35,34419.99,22830.22,15525.61,5248.94,1955.35,900.85,372.84,267.16,583.69,670.4,258.7,169.3,12.06,329.08,375.57,286577.53
"1429","Korea, Republic of","Fragile codium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1324.04,226.61,181.94,1814.27,2016.17,1796.67,557.68,630.74,1602.6,2060.9,881.5,1481.97,1812.16,1587.92,17975.17
"1430","Korea, Republic of","Freshwater fishes nei",0,0,0,111.52,226.91,1787.44,2389.74,3768.86,5022.09,5043.26,286.72,3440.74,0,1657.31,894.35,2313.57,1280.77,927.7,1463.11,1026.63,11845.64,13498.12,5576.05,10408.34,10922.22,9673.16,11191.99,10592.82,31449.05,14618.25,19355.12,15663.24,2624.01,294.94,1298.36,200652.03
"1431","Korea, Republic of","Freshwater molluscs nei",285.93,552,450.69,1107.41,1683.55,560.84,589.12,477.84,315.06,289.66,147.81,95.01,0,436.52,117.54,93.72,95.53,1003.81,5572.87,1878.2,12196.83,0,5242.11,7519.95,13079.44,434.37,13356.82,9212.06,8546.58,6784.29,8298.89,9252.91,10554.29,10319.54,14468.16,145019.35
