"","Country","Species","y1984","y1985","y1986","y1987","y1988","y1989","y1990","y1991","y1992","y1993","y1994","y1995","y1996","y1997","y1998","y1999","y2000","y2001","y2002","y2003","y2004","y2005","y2006","y2007","y2008","y2009","y2010","y2011","y2012","y2013","y2014","y2015","y2016","y2017","y2018","total"
"435","Central African Republic","Cyprinids nei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.8,34.4,38,38,57.3,62.69,67.31,63.6,80.76,84.77,78.35,80.97,80.9,67.63,67.45,68.72,71.98,1071.63
"436","Central African Republic","Freshwater fishes nei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,17.2,19,19,28.65,31.34,33.65,31.8,40.38,42.38,39.17,40.48,40.45,33.81,33.73,34.36,35.99,535.79
"437","Central African Republic","Nile tilapia",417.41,571.8,549.67,283.13,259.11,251.12,300,300,765.73,600,375,200,140,96.1,94.92,190.28,180,193.75,122.4,146.2,161.5,161.5,286.5,313.43,336.54,318,403.81,423.85,391.75,404.82,404.52,338.15,337.26,343.59,359.89,11021.73
"438","Central African Republic","North African catfish",9.64,11.22,10.41,11.99,8.08,7.53,19.5,19.5,3.03,3.03,15,30,30,0,0,0,0,0,14.4,17.2,19,19,28.65,31.34,33.65,31.8,40.38,42.38,39.17,40.48,40.45,33.81,33.73,34.36,35.99,714.72
"439","Central African Republic","Spirulina nei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,21,20,20,20,25,25,25,186
"440","Chad","African bonytongue",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.91,8.43,103.08,107.97,236.39
"441","Chad","Bayad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.22,7.59,0,0,22.81
"442","Chad","Nile tilapia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.26,37.1,35.33,37.09,34.28,70.84,70.79,129,81.45,343.59,359.89,1238.62
"443","Chad","North African catfish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.02,13.25,12.62,13.24,12.24,25.3,25.28,31.7,21.08,206.15,215.94,590.82
"444","Chad","Redbelly tilapia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.45,4.22,0,0,12.67
"445","Chad","Spirulina nei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.23,43.19,84.42
"446","Channel Islands","Blue mussel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.95,220.28,195,187.36,229.47,53,91.02,91,91,369.52,243.12,372.69,171.12,262.63,96.83,104.6,96.62,4.03,76.3,108.56,3077.1
"447","Channel Islands","European flat oyster",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.85,7.16,0,2.63,0,2,21.64
"448","Channel Islands","Great Atlantic scallop",0,0,0,0,0,0,0,0,0,0,18.38,0,3,5.9,0,6.47,6.06,6,5.16,3.76,15.04,29.13,38.4,15.36,34.03,0,14.83,15.38,13.72,11.88,5.92,8.56,1.56,5.13,8.89,272.56
"449","Channel Islands","Grooved carpet shell",0,0,0,0,0,0,40,35,35,0,42,11.4,17.1,11.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191.97
"450","Channel Islands","Pacific cupped oyster",0,0,30,50,26,26,142.6,142.6,112.5,202.5,201.55,246.4,355.3,247.67,372.4,539.19,611.98,810,938.74,1268.68,1648.66,1077.68,1092,1341.34,2073.59,2266.13,3426.56,3833.75,3637.31,4352.78,6291.45,5452.06,4417.65,3614.15,4594.43,55443.65
"451","Channel Islands","Tuberculate abalone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.36,60.64,60,30,0,0,0,0,0,0,0,0,1.6,9.03,2.03,0,0,0,0,0,195.66
"452","Channel Islands","Turbot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,58.57,62.3,59.99,26.54,21.89,23.04,21.39,18.9,18.02,18.68,355.99
"453","Chile","[Porphyra columbina]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,74
"454","Chile","[Spirulina maxima]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6378,5424,12000,6,10,2932.6,0,159.5,0,0,28.4,327.6,4649.16,31915.26
"455","Chile","[Trochita spp]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25
"456","Chile","[Haematococcus pluvialis]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2888,14,32,76,24,337.55,1782.9,4367.32,3899.48,0,2390.7,6076,4789.65,26677.6
"457","Chile","Atlantic salmon",0,0,0,328,1155,9300,47390,67306.5,94860,119638,136700,206150,293842.6,348030,374731,361347,567449.8,812320,930041,1205294.3,1535525.2,1786156.77,2499800.64,2615231.8,2488620.8,1446509.6,956288.08,2223175.09,2489993.94,3667851.05,5065447.74,3772985.2,4151355,5650460.23,5586619.4,51511903.74
"458","Chile","Bastard halibut",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.2,0,0,0,0,0,0,0,0,81.2
"459","Chile","Chilean flat oyster",120,356.2,381,287,370,638,480,1080,487.5,1710,387.4,510,1262.4,820,617.5,727.5,520,595.4,775.5,386.4,666,432,456,561,615,411,489,657,582,681,675,645,681,1130.88,1115.91,22309.59
"460","Chile","Chilean mussel",487.5,491.5,803,789.6,1272.37,2184.05,1997.85,2680.9,3184.4,2900,3772,5315.25,5760.8,7771.5,9528.8,11342.1,16433.9,22521.2,71054.9,127179.8,131683.7,182490.88,324997.12,529343.85,450824.24,550941.6,460765.76,1148560.34,976548,2072577.37,2576112.16,1711397.4,2194730.4,2507460.4,2807770.83,18923675.47
"461","Chile","Chinook(=Spring=King) salmon",0,0,0,0,25.5,60.5,1738,5295,3335,3865.5,1895,1855,1705,3321,540,1040,11358,15989.4,10344.6,6561.8,13450.4,14258.64,9868.32,13847.5,522,2170.8,3733.32,8522.26,8136.16,4575.6,0,0,0,0,0,148014.3
"462","Chile","Cholga mussel",0,0,0,0,1.5,1,14.5,46.8,39.6,58.2,56.4,63.6,109.45,103.4,160,254.7,147.5,227.7,3392,4701,3885,2529,1851,2149.27,3150,4485.6,6232.24,11677.98,644.38,1223.1,4652.84,4272,4120.5,5856.66,19261.34,85368.26
"463","Chile","Choro mussel",40.8,39.9,52.8,31.16,74.99,115,97.5,135.85,231.55,99,76.05,111.6,178.8,156.6,194.15,238.5,134.4,175.2,260,277.5,357.3,504,806.4,584.1,622.8,512,1816.8,1980,792,1320,3746.4,3794.4,1658.4,2589.55,2460.94,26266.44
"464","Chile","Coho(=Silver) salmon",1090,5000,11440,17690,34340,38115,73139,89770,99742.5,113175,146727,176148,267952,278950.4,292425.2,290031.2,345650.3,479045,225548.4,284570.7,298105.5,466347.7,466972.95,409250.76,379422.87,1035936,637041.36,915977.72,759559.57,597103.01,958450.41,596975.2,621488,1165805.8,992118.74,13571105.29
"465","Chile","Freshwater fishes nei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0,258.96,213.3,19.2,0,0,0,0,0,59432,0,0,0,0,59927.86
"466","Chile","Giant kelp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,12,0,0,0,2.62,0,0,0,2.13,22.75
"467","Chile","Gracilaria seaweeds",2720,1969.6,2132.8,3671.2,9243.6,14460,17487.82,27685.92,19122.8,21891.6,26314.8,22132.35,42084.8,41106.8,30773.7,15639,16735.5,29492.1,46571.2,32040,14186.2,11619,52394.16,37868.8,34697.6,114591.1,15795,21848.19,7728.68,23175.6,29202.24,29282.4,31176.6,35122.96,43272.8,925236.92
"468","Chile","Japanese abalone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.8,424,29.61,103.64,449.1,60.1,55.2,0,241.44,2011,1681.53,831.52,547.2,93.4,678.07,1057.85,8448.46
"469","Chile","Masu(=Cherry) salmon",0,0,0,0,0,0,159.5,525,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024.5
"470","Chile","Pacific cupped oyster",28,25,244,91.3,141.81,206,144,445.2,147.6,609,1469,1706.9,2308.8,3203,4076,5441,5641,7089,7807.8,9100,9424,7210.55,5151.51,2162.84,2778.3,288,282,0,0,0,249,0,129,171.54,229.59,78000.74
"471","Chile","Peruvian calico scallop",399,273,1246,2064,7728,5288,9456,9264,12672,25756.5,53675,41320,48895,57410,74133,82672,76072,75989.4,86206.8,128426.5,243312.3,169899.39,172173.96,220591.28,270217.9,156835.2,82212,149844.8,75374,115173.03,90507.18,63048,93995.5,138840.57,220065.03,3061036.34
"472","Chile","Rainbow trout",1930,3095,5035,3780,3801,8613,18087.3,28536.2,52751,77899.5,108457.8,128157,163287,215908,210302.4,151242,222784.8,307706,301538.7,378203.1,557035.6,586528.74,853947.36,1057130.58,872560.24,1438456.5,1574744.6,1822517.76,1610054.49,981645.28,1411488.9,606188.8,693777.4,831289.72,744454.06,18032934.83
"473","Chile","Red abalone",0,0,0,0,0,0,0,0,0,0,0,0,120,15,15,624,792,876,1672.4,2772,6386.5,10126.62,10130.81,10688.58,30891.4,27753,26202,29032.95,63822.24,79336.51,104434.6,74208.5,105487.2,66369.88,71025.88,722783.07
"474","Chile","Sea trout",0,0,0,0,0,0,0,0,261,0,0,0,0,183.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444.3
"475","Chile","Turbot",0,0,0,0,0,0,0,42,204,320,209,399,1680,2780,4047,3239.8,2522,2878.5,2944,4431,2566.2,2933.36,2986.06,3611.3,2484.42,3700.4,3387.2,2305.8,5529.42,2098.27,39.2,58.8,0,0,37.04,57433.77
"476","Chile","Yellowtail amberjack",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,51.2,61.2
"477","China","[Carassius spp]",84165,71400,123015,209000,148463,260405.88,268711.68,278013.16,305187.6,320681.9,385220,480366,655409.75,719613.9,740675.2,815549.25,898865.25,924642.6,1027613.3,1081861.2,1175175.25,1270733.8,1339971.8,2014605.84,2372021.5,2527626.25,2898867.65,3462193.13,3889921.08,4441243.8,4999213.85,5191215.34,5421697.75,5604980.12,5512642.79,61920969.62
"478","China","[Haematococcus pluvialis]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,206,222.6,343.95,373.05,585.4,639.6,690.8,730.8,720.8,730,730,730,6903
"479","China","Abalones nei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39240,54064.73,68097.97,90336.2,107981.54,170859.76,223283.6,317151.29,498144.75,646168.42,848443.03,936896.56,1027161.74,1143412.13,1260501.95,1384652.13,8816395.8
"480","China","Amberjacks nei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10131,11004.29,11529.63,12506.26,12588.58,25852.08,26161.52,24110.68,22125.14,23876.94,70739.26,40042.91,42084.9,50116.73,56326.48,56059.32,495255.72
"481","China","Amur catfish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164909.7,191070.64,224463.92,244101.68,392891.21,456888.8,476779.14,583539.73,705803.67,773945.17,885656.99,971337,957070.98,931963.54,906829.83,867179.48,9734431.48
"482","China","Aquatic invertebrates nei",13605,10005,12700,13655,14505,21665,21770,29945,42995,74619,112568,97936,32692.5,80624,186306.9,107444,120400,127456,183352,80760,82868.22,90215.82,113886.32,120332.16,315750.02,343632.67,449608.22,281554.08,329806.57,377534.98,306378.74,271290.43,271372.94,285838.06,418574.96,5443647.59
"483","China","Asian clam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19533,24829.67,28145.5,31022.84,37876.88,31051.28,33359.63,34379.2,45388.25,49098.28,54149.25,59507.65,61668.72,58551.11,58344.52,48310.1,675215.88
"484","China","Asian swamp eel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200310.6,219562.12,262069.12,323958.31,491063.57,616234.74,697689.52,854662.06,1055679.92,1219847.19,1418297.94,1548412.77,1569197.95,1846757.99,1706559.08,1519397,15549699.88
"485","China","Bighead carp",369444,485316,602106,639642,715530,641304.6,671372.16,694042.68,770352,856844.9,948367.8,1051166.95,1260172.8,1286932.5,1264804.2,1189323.4,1195434.9,1207221,1250571.85,1399582.8,1527166.89,1618164.13,1801741.94,2639318.56,3263574.9,3513498.74,3917491.71,4723350.13,5315895.24,6060965.66,6793047.31,7034158.35,7276497.5,7236815.87,7233251.14,88454470.61
"486","China","Black carp",63350,83300,106925,183050,204925,67453.75,65570.75,64227.6,88071.9,111584.6,169682.7,169247.1,202082.4,217739.4,232798,251656.35,251076.4,271504.2,320443.2,384134.85,421205.49,466713.47,524772.13,737057.95,929013.93,1014335.14,1180368.9,1500780.12,1672230.56,1914264.11,2142643.8,2262029.71,2878184.29,2898181.47,2926947.26,26977551.53
"487","China","Blood cockle",30186,33789,48951,67606.5,68821.5,78559.5,83673,85113,84216,108777.55,135977.8,161885.1,178008.3,169944.6,192636.9,217965.8,228445.1,265183.1,270635.3,361761.4,325287.57,336251.29,361295.36,351344.07,439327.98,426459.77,509351.18,556155.25,579533.1,757369.28,838953.61,855310.76,879598.46,875200.36,924056.05,11887630.54
"488","China","Blue-Nile tilapia, hybrid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257043.7,405828.8,460260.8,528455.2,595183.6,742630.5,842628.8,969506.4,1048514.4,1084203,1060410,1077267.8,1103914,10175847
"489","China","Brown seaweeds",18045,33750,91945,78965,104868.5,63316,107668,157415.5,257622,361998,402972,380544,329710.5,302887.9,881835.5,948884.85,1139911.6,1260246,1378014,885101.2,887251.2,730775.6,923828,955851.1,1246679.04,1289481.52,1727199.76,1600596.27,1713120,1878913.3,294196.07,313038.01,586328.7,485106.9,647086.6,24465152.62
"490","China","Channel catfish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35416.8,48660.79,79337.66,136566.64,255341.53,324809.54,327215.92,338965.24,369014.54,424380.03,504922.95,535619.5,563454.01,561656.39,539520.89,546608.42,5591490.85
"491","China","Chinese longsnout catfish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4284.9,4614.86,4960.08,18618.99,17217.23,22207.11,26237.41,26674.03,30729.64,49729.68,32943.13,52862.75,53364.17,58880.16,50597.13,51258.92,505180.19
"492","China","Chinese mitten crab",0,0,0,0,0,24787.5,36247.5,63247.5,71317.5,123487,202975.5,249090,375786,562536,652309.9,832166.5,1012445,1240630,1470225,1589705,1794361.89,1910880.32,2281673.74,3267205.58,4015711.68,4507424.87,4953576.74,6250088.86,7240738.85,7975474.34,9187553.84,9372066.88,9510304.95,9538503.39,9613851.65,99926373.48
"493","China","Chinese mystery snail",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28233.5,28394.06,32146.86,43010.94,64142.11,83329.81,89380.91,105988.4,116485.23,130154.88,138940.75,146308.92,146348.58,147290.64,144385.24,139708.86,1584249.69
"494","China","Chinese softshell turtle",0,0,0,0,0,0,0,0,0,0,22000,78502.5,144018,186345,222056,249824,297724.2,365989.2,372634.4,459688,521438.31,589004.31,648170.1,947583.28,1179311,1347561.95,1654379.64,2052287.28,2504995.06,2801142.43,2935308.12,2899691.88,3141473.87,3050628.04,3022016.15,31693772.72
"495","China","Clearhead icefish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6042.4,8163.85,9492.04,12196.13,19739.11,21486.28,24115.96,27045.08,30558.46,36965.6,40625.07,41544.1,42434.1,46941.89,46075.97,36170.27,449596.31
"496","China","Cobia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14428,14436.62,18182.32,22900.23,28233.66,31104.38,39239.55,52217.36,61785.26,69320.58,77939.99,73892.09,75746.38,80505.18,94823,84340.93,839095.53
"497","China","Common carp",268028,352092,524216,773448,724904,571059.68,647737.56,713371.2,776730.9,891624,1014836.4,1188825.3,1432357.2,1394399.5,1383682.4,1353443.25,1385349.75,1426308,1450294.5,1468997.25,1533115.57,1618812.22,1662430.9,2433614.82,2983026.88,3166028.44,3472368.62,4285078.66,4809792.26,5410309.91,5994599.04,6259994.29,6237788.96,6249037.6,6161413.44,82019116.5
"498","China","Constricted tagelus",110006,125717,126175,133597,140673,138467,140326,165230,198598,211678.05,240241.7,276074.1,308267.1,298730.7,300765.6,341288,390188,419781.6,445565.6,470921.6,444032.68,515935.73,518498.62,549655.79,743568.17,697541.18,775839.63,934976.49,993478.41,1072087.51,1236278.14,1233123.88,1312421.04,1416292.32,1400502.85,18826523.49
"499","China","Cupped oysters nei",497208,621656,672026,800936,677788.5,671317.5,754774.5,801222,826736.9,1131950.6,1915338,2165769.15,2284663,2182411,2309786.1,2261286.45,2323606.4,2299823.25,2383147.5,1509332.62,1542451.53,1732026.58,1837694.33,1880788.62,2203828.97,2341213.78,2594862.49,3093529.54,3568311.06,4114425.47,4483813.8,4656554.41,5019287.42,5255137.49,5535521.52,78950226.48
"500","China","Dark green nori",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1095.3,1291.5,2495.7,4572,4779.15,6834.3,4809.4,5378.04,5074.29,5458.56,2903.58,698.84,690.72,2584.2,2482,0,51147.58
