Country (Country),ASFIS species (CPC class),FAO major fishing area (FAO major fishing area),Environment (Environment),Unit (Unit),Unit,2013,2014,2015,2016,2017,2018
South Africa,"Flatfish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
South Africa,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,681.51,606.3,576.07,1200.58,1617.62,1069.79
South Africa,"Mussels, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,2542.92,3409.67,3031.98,2931.42,4375.24,4120.05
South Africa,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
South Africa,"Other crustaceans, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,93.22,82.93,56.43,48.95,102.6,75.52
South Africa,"Other fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,891.76,1044.91,422.45,0,0,0
South Africa,"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
South Africa,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
South Africa,"Other shrimps and prawns, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
South Africa,"Other shrimps and prawns, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
South Africa,"Oysters, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,1262.34,1078.45,955.25,1214.41,1946.9,2781.7
South Africa,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,6305.51,5528.6,4702.59,5098.71,5437.32,6583.69
South Africa,"Salmonidae, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,204.48
South Africa,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Marine,Value (USD 1000),USD 1000,503.36,497.57,275.1,458.88,174.55,637.07
South Sudan,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,70,70,70,70,70,70
Spain,"Abalone, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,7.52,72.45,216.9
Spain,"Clams, cockles and ark shells, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,15747.09,9262.3,9539.5,18131.87,10615.73,17961.56
Spain,"Clams, cockles and ark shells, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,2044.82,2367.49,2808.11,2713.92,3068.45,4034.55
Spain,"Crabs, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,5.36,5.05,26.54,0.83,0.85,0
Spain,"Cuttle fish and squid, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,2.37,1.77,0.34,0,0
Spain,"Fish of Gadiformes, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Spain,"Flatfish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,21.06,14.16,17.37,5539.09,10.17,0
Spain,"Flatfish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,77778.9,75783.4,60366.2,63835.61,79756.83,82584.9
Spain,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,410.07,531.2,379.84,550.32,453.64,447
Spain,"Freshwater fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Spain,"Mussels, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Spain,"Mussels, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,106150.78,146816.74,127704.4,130587.85,147495.69,159570.8
Spain,"Octopus, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,9.86,7.61,1.75,7.53,19.95,11.59
Spain,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.",All,Marine,Value (USD 1000),USD 1000,0,19.06,11.09,26.29,26.21,9.57
Spain,"Other crustaceans, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Spain,"Other fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,9845.28,12454.3,11250.55,18376.36,11110.6,10467.5
Spain,"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,4897.17,4649.19,4203.81,6089.68,4254.15,4740.89
Spain,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,221682.37,239431.65,217495.82,237429.76,244658.62,257466.1
Spain,"Other molluscs, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,19.55,0,0,0,25.98
Spain,"Other pelagic fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,1.59,4.09,4.61,0,163.41,545.44
Spain,"Other shrimps and prawns, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,269.01,538.09,914.99,833.46,994.56,1338.98
Spain,"Other shrimps and prawns, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,33.2,93,122.05,166.03,169.45,221.43
Spain,"Other shrimps and prawns, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,28.56,62.87,171.81,104.79,89.81,245.66
Spain,"Oysters, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,389.02,380.77,388.88,438.78,501.2,220.49
Spain,"Oysters, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,5101.5,4867.07,4449.08,4326.77,4039.29,4597.87
Spain,"Rock lobster and other sea crawfish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Spain,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,57617.48,56503.34,52414.93,56600.38,57110.86,32339.23
Spain,"Salmonidae, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,18.85,38.1,49.95,218.5,0
Spain,"Scallops, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,43.09,43.61,28.08,11.24,10.98,7.28
Spain,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,1161.69,0,0
Spain,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,14.39,11.84,89.05
Spain,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Marine,Value (USD 1000),USD 1000,1004.06,909.1,790.03,63.36,1689.42,2415.44
Spain,"Tunas, skipjack or stripe-bellied bonito, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,7359.02,7690.43,15832.9,15104.19,17919,18973.69
Sri Lanka,"Crabs, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,16.41,18.46,132.44,2134.47,666.46,849.54
Sri Lanka,"Freshwater fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,64.23
Sri Lanka,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,37273.89,41111.28,32572.35,30385.01,27663.49,24505.3
Sri Lanka,"Mussels, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,2.46
Sri Lanka,"Other fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,51.95,61.25,127.65,16.12,0,602.63
Sri Lanka,"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,152.35,5.15,1056.64,0
Sri Lanka,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,600.02,2.95,1177.13
Sri Lanka,"Other shrimps and prawns, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,22332.42,27707.87,41733.11,33136.04,27334.19,44760.45
Sri Lanka,"Other shrimps and prawns, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,287.18,360.01,512.1,453.35,440.81,864.19
Sri Lanka,"Oysters, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,76.05,0,0,0,322.21,332.38
Sri Lanka,"Rock lobster and other sea crawfish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,134.63,445.53,935.59
Sri Lanka,"Sea cucumbers, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,16.94,358.49,170.03,1085.66
Sri Lanka,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Brackishwater,Value (USD 1000),USD 1000,9.75,3.42,3502.28,136.69,453.93,198.2
St. Pierre and Miquelon,"Mussels, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,19.92,7.97,6.66,6.64,0,0
St. Pierre and Miquelon,"Scallops, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,557.97,0,0,745.59,434
Sudan,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,24491.46,22486.14,36510.08,40729.5,65461.09,23428.92
Sudan (former),"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Suriname,"Freshwater fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,9.64,12.1,8.43,16.63,36.15,36.15
Suriname,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,45.7,250.14,399.45,423.75,423.75
Suriname,"Other shrimps and prawns, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,640.64,648.77,618.24,210.39,216.9,216.9
Suriname,"Other shrimps and prawns, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Sweden,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Sweden,"Mussels, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,1567.71,1552.39,1102.87,1623.69,1413.52,662.57
Sweden,"Other crustaceans, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,40.56,33.99,29.46,32.46,32.89,36.93
Sweden,"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,1070.56,652.05,912.41,1270.85,1142.26,797.24
Sweden,"Oysters, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Sweden,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,46361.5,46880.13,36310.5,44215.88,45786.68,33222.59
Sweden,"Salmonidae, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,15037.03,13156.82,7712.55,9608.35,12360.94,14197.27
Switzerland,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,1890,1890,1890,3290,3290,3290
Switzerland,"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,330,330,330,330,330,580
Switzerland,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,16290,16290,16290,26920,26920,26920
Syrian Arab Republic,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,13133.9,9896.4,8196.4,8196.4,7688.9,7688.9
Taiwan Province of China,"Abalone, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,1355.5,2701.64,1712.36,912.48,0,0
Taiwan Province of China,"Abalone, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,1487.36,1595.22,5049,4684.41,7142.65,5960.41
Taiwan Province of China,"Clams, cockles and ark shells, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,130948.01,163143.76,140390.08,93867.65,165850.07,137966.18
Taiwan Province of China,"Clams, cockles and ark shells, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,18964.5,17199.15,11029.22,7731.64,7487.37,8334.28
Taiwan Province of China,"Clams, cockles and ark shells, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,2086.39,1906.22,597.67,390.24,0,1.14
Taiwan Province of China,"Crabs, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,1533.77,1158.18,1343.74,5700.73,1587.96,1217.9
Taiwan Province of China,"Crabs, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Taiwan Province of China,"Crabs, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Taiwan Province of China,"Freshwater fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,26976.85,22043.1,17297.42,11113.06,12923.59,17829.57
Taiwan Province of China,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,98349.55,130539.1,116298.9,90054.68,93633.47,107289.2
Taiwan Province of China,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.",All,Freshwater,Value (USD 1000),USD 1000,0,19.66,0,0,0,0
Taiwan Province of China,"Other crustaceans, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,4587.57,3382.3,5248.66,2872.5,1842.71,3161.16
Taiwan Province of China,"Other fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,396287.78,451211.45,363504.6,278408.7,338886.71,358365.14
Taiwan Province of China,"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,216083.82,179828.85,199166.46,189551.83,201933.62,233337.42
Taiwan Province of China,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,5116.24,10145.09,9226.41,9719,11732.32,13513.64
Taiwan Province of China,"Other molluscs, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Taiwan Province of China,"Other molluscs, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,43.26,70.47,0,0
Taiwan Province of China,"Other molluscs, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,661.69,206.21,168.75,215.58,182.98,150.69
Taiwan Province of China,"Other pelagic fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,7939.74,9854.01,7619.42,7354.02,7795.93,8868.88
Taiwan Province of China,"Other pelagic fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,18630.61,12077.51,12037.76,14204.77,22700.98,12463.83
Taiwan Province of China,"Other shrimps and prawns, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,51340.03,49309.93,39154.22,47355.44,38521.63,33750.53
Taiwan Province of China,"Other shrimps and prawns, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,122145.8,124882.92,91520.98,98180.08,92466.25,92563.7
Taiwan Province of China,"Other shrimps and prawns, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Taiwan Province of China,"Oysters, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Taiwan Province of China,"Oysters, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,206782.65,175826.49,168887.81,143882.72,143215.75,140753.87
Taiwan Province of China,"Rock lobster and other sea crawfish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Taiwan Province of China,"Rock lobster and other sea crawfish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Taiwan Province of China,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,2736.15,1951.49,1672.87,1061.7,501.98,1086.17
Taiwan Province of China,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Brackishwater,Value (USD 1000),USD 1000,374.9,143.99,42.56,27.52,44.3,76.7
Taiwan Province of China,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Marine,Value (USD 1000),USD 1000,282.15,253.54,76.78,183.76,2874.28,34.81
Taiwan Province of China,Others,All,Freshwater,Value (USD 1000),USD 1000,25259.55,18869.38,12812.42,12297.15,13174.28,13343.67
Tajikistan,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,2344.89,2082,1717.96,1308.86,1317.35,1230.77
Tajikistan,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,103.77,51.52,38.94,30.63,28.07,39.34
"Tanzania, United Rep. of","Crabs, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0.44,0.85,0.7,8.82,7.18,4.51
"Tanzania, United Rep. of","Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,12687.36,12361.49,12330.59,14583.73,36879.85,49783.99
"Tanzania, United Rep. of","Other fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,824.55,825.66,773.83,1253.97,991.54,1082.26
"Tanzania, United Rep. of","Other shrimps and prawns, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,2669.54,3784.1,2117.11,2377.03,3028.45,3283.89
"Tanzania, United Rep. of","Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,35.11,34.12,30.13,59.71,58.33,0
"Tanzania, United Rep. of","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Marine,Value (USD 1000),USD 1000,180.04,202.78,203.38,206.7,227.47,38.17
Thailand,"Abalone, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,32.55,30.79,29.2,28.33,29.46,30.95
Thailand,"Clams, cockles and ark shells, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,80622.9,63744.51,87795.49,89406,77627.1,82661.14
Thailand,"Crabs, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,585.82,554.19,525.58,509.97,530.35,557.1
Thailand,"Freshwater fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Thailand,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,662773.29,617839.49,591079.71,603449.25,512952.83,523378.61
Thailand,"Mussels, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,27095.02,26615.45,27049.34,26600.78,18422.08,22177.54
Thailand,"Other fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,85238.36,80394.18,79734.36,79168.33,92162.32,98662.04
Thailand,"Other shrimps and prawns, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,1919046.54,1610795.37,1377377.02,1536766.39,1822372.27,1776659.98
Thailand,"Other shrimps and prawns, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,145629.16,129325.32,118208.16,112602.4,145482.74,159024.3
Thailand,"Oysters, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,15151.3,10767.22,22479.64,22667.96,29187.7,32147.74
Thailand,Others,All,Freshwater,Value (USD 1000),USD 1000,20532.2,16294.72,17503.54,17741.76,6667.91,5765.58
Timor-Leste,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,208.4,247.5,272,312.5,331,368
Timor-Leste,"Other fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,12.5,12.5,12.5,12.5,12.5,12.5
Timor-Leste,"Other shrimps and prawns, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,4,4,4,4,4,4
Timor-Leste,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Marine,Value (USD 1000),USD 1000,112.5,112.5,150,150,150,150
Togo,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,54.25,74.23,142.02,247.89,340.15,789.25
Tonga,"Clams, cockles and ark shells, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0.22,3.25,35.75,0.51,0,0
Tonga,"Other fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Tonga,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Brackishwater,Value (USD 1000),USD 1000,39.6,34.8,16.2,6.3,2,2
Trinidad and Tobago,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,15.96,13.49,88.84,40.58,32.16,32.16
Trinidad and Tobago,"Other shrimps and prawns, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0.88,0.88,0,0,0,0
Tunisia,"Clams, cockles and ark shells, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Tunisia,"Cuttle fish and squid, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Tunisia,"Flatfish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Tunisia,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,971.28,1223.44,1150.07,994.86,887.4,661.24
Tunisia,"Mussels, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,197.58,346.36,279.36,102.42,190.13,172.96
Tunisia,"Octopus, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Tunisia,"Other crustaceans, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Tunisia,"Other fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,69672.43,68482.01,77292.45,77194.33,91783.19,89415.18
Tunisia,"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,788.47,806.4,931.37,622.9,1170.53,693.27
Tunisia,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,195.53,182.28,49.12
Tunisia,"Other molluscs, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,9,0,0,0
Tunisia,"Other pelagic fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Tunisia,"Other shrimps and prawns, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,11.57,9.07
Tunisia,"Oysters, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,33.24,63.62,134.58,335.19,257.91,349.47
Tunisia,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,91.25,347.19,317.36
Tunisia,"Tunas, skipjack or stripe-bellied bonito, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,12600,2400,800,966,0,0
Turkey,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,418.82,570.82,539.53,519.25,494.58,390.75
Turkey,"Mussels, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,2.21,628.56,597.82,1222.89
Turkey,"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,173.61,235.94,70.45,115.14,14.63
Turkey,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,570445.59,649357.09,636665.46,739559.74,795409.84,829178.76
Turkey,"Other shrimps and prawns, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Turkey,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,302056.54,290245.63,254476.91,255896.29,242253.11,253795.04
Turkey,"Salmonidae, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,22392.73,23390.8,25105.4,18840.21,19053.12,31446.94
Turkey,"Tunas, skipjack or stripe-bellied bonito, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,7990,6201.62,5437.48,11422.01,10596.04,9013.82
Turkey,Others,All,Freshwater,Value (USD 1000),USD 1000,0,154.21,186.23,187.79,165.6,158.21
Turkmenistan,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,84,84,84,140,140,140
Turkmenistan,"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,50,100,200
Turks and Caicos Is.,"Crabs, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Turks and Caicos Is.,"Other molluscs, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,4.5,4.5,4.5,4.5,4.5,4.5
Tuvalu,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,5,5,5,5,5,5
US Virgin Islands,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,70,53.48,56,56,56,56
Uganda,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,217916.93,287615.95,271585.84,263372.26,259121.11,241388.13
Uganda,"Other shrimps and prawns, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Ukraine,"Flatfish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Ukraine,"Flatfish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Ukraine,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,60840.64,60716.85,34417.75,32731.25,33705.4,37016.08
Ukraine,"Mussels, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,83.64,84,84,0,0,0
Ukraine,"Other crustaceans, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,3.6,18,0,0,0,0
Ukraine,"Other fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,2389.28,2365.2,2340,0,0,0
Ukraine,"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,800,1640,1370,1047.6,1242,4148.82
Ukraine,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Ukraine,"Other pelagic fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,50,40,0,0,0,0
Ukraine,"Other shrimps and prawns, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Ukraine,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,1080,2028,1761.5,1321.2,1721,730.8
Un. Sov. Soc. Rep.,"Flatfish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Un. Sov. Soc. Rep.,"Freshwater fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Un. Sov. Soc. Rep.,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Un. Sov. Soc. Rep.,"Mussels, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Un. Sov. Soc. Rep.,"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Un. Sov. Soc. Rep.,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Un. Sov. Soc. Rep.,"Salmonidae, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Un. Sov. Soc. Rep.,"Scallops, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Un. Sov. Soc. Rep.,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
United Arab Emirates,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,255,414,390,140.7,114,114
United Arab Emirates,"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,525,150,300,480,3300,3300
United Arab Emirates,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,2811,2146,1998,16975.6,20227.5,20902.5
United Arab Emirates,"Other pelagic fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,525,525
United Arab Emirates,"Other shrimps and prawns, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,2296,2870,3034,2558.4,1845,1845
United Arab Emirates,"Oysters, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,25,50
