"","Country","CPC_Class","y13","y14","y15","y16","y17","y18"
"792","Northern Mariana Is.","Other shrimps and prawns, live, fresh or chilled",340,437,391,391,391,391
"793","Norway","Fish of Gadiformes, live, fresh or chilled",20422.67,6932.57,21.55,1178.94,1510.2,1611.71
"794","Norway","Flatfish, live, fresh or chilled",18195.04,18094.02,17684.93,19235.71,20899.22,22322.8
"795","Norway","Mussels, live, fresh or chilled",1759.71,1642.87,3113.66,2251.54,3157.31,3507.15
"796","Norway","Other crustaceans, live, fresh or chilled",296.18,538.37,387.28,520.72,461.1,531.37
"797","Norway","Other fish, live, fresh or chilled",2191.22,2053.69,2026.82,2349.2,2552.83,3000.59
"798","Norway","Oysters, live, fresh or chilled",82,62.66,71.36,83.08,147.12,373.6
"799","Norway","Salmonidae, live, fresh or chilled",1190.94,974.89,798.45,774.26,1112.23,1220.66
"800","Norway","Salmonidae, live, fresh or chilled",6846325.85,7005364.94,5787277.45,7597228.75,7826862.91,8309505.34
"801","Norway","Scallops, live, fresh or chilled",91.96,47.63,62.1,65.46,197,227.48
"802","Norway","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",0,0,22.28,109.27,84.3,158.25
"803","Oman","Freshwater fish, live, fresh or chilled",15,20.79,78,128.7,301.36,395.77
"804","Oman","Other fish, live, fresh or chilled",0,0,0,0,0,0
"805","Oman","Other fish, live, fresh or chilled",0,0,0,0,0,1820.55
"806","Oman","Other shrimps and prawns, live, fresh or chilled",5021.07,4805.18,2535.76,1183.36,0,0
"807","Oman","Tunas, skipjack or stripe-bellied bonito, live, fresh or chilled",0,0,0,0,0,0
"808","Pakistan","Freshwater fish, live, fresh or chilled",215231.5,219946.85,225155.68,231889.81,238898.45,212102.42
"809","Pakistan","Other shrimps and prawns, live, fresh or chilled",324.15,337.09,349.41,357.19,370.91,333.86
"810","Pakistan","Other shrimps and prawns, live, fresh or chilled",265.59,277.55,284.85,294.7,304.59,269.91
"811","Palau","Clams, cockles and ark shells, live, fresh or chilled",0.76,62.34,25.51,39.36,30.34,30.34
"812","Palau","Other fish, live, fresh or chilled",0,0,0,0,0,6
"813","Palau","Other fish, live, fresh or chilled",119.58,121.4,121.4,84.98,84.98,90
"814","Palau","Other shrimps and prawns, live, fresh or chilled",0,0,11,6,4,4
"815","Palestine","Freshwater fish, live, fresh or chilled",112,0,0,0,0,0
"816","Palestine","Freshwater fish, live, fresh or chilled",396,142.8,208,174,177.92,1606.6
"817","Palestine","Other fish, live, fresh or chilled",2028,1590,2332,2650,4911,5380
"818","Palestine","Other fish, live, fresh or chilled",0,0,0,0,24.9,17.8
"819","Panama","Freshwater fish, live, fresh or chilled",412.06,524.26,173.29,353.98,334.75,4284.72
"820","Panama","Other pelagic fish, live, fresh or chilled",9468,17590,17620,21025,24460,22509.6
"821","Panama","Other shrimps and prawns, live, fresh or chilled",31084.38,38491.17,35138.67,30056.28,33623.34,28648.23
"822","Panama","Other shrimps and prawns, live, fresh or chilled",16.72,30.8,18.48,22,28.16,28.16
"823","Panama","Salmonidae, live, fresh or chilled",2204.8,241.28,101.4,240,240,120
"824","Papua New Guinea","Clams, cockles and ark shells, live, fresh or chilled",0,0,0,0,2.07,2.01
"825","Papua New Guinea","Coral and similar products, shells of molluscs, crustaceans or echinoderms and cuttle-bone; live aquatic plants and animals for ornamental purpose",0,0,0,0,17.1,0
"826","Papua New Guinea","Crabs, live, fresh or chilled",53.46,48.75,43.35,38.3,0,0
"827","Papua New Guinea","Freshwater fish, live, fresh or chilled",7306.72,6662.92,6285.19,5553.73,5832.94,5672.4
"828","Papua New Guinea","Other fish, live, fresh or chilled",15.59,14.22,12.64,11.17,1.25,1.22
"829","Papua New Guinea","Other shrimps and prawns, live, fresh or chilled",111.38,101.57,90.3,0,0,0
"830","Papua New Guinea","Oysters, live, fresh or chilled",0,0,0,0,0,0
"831","Papua New Guinea","Salmonidae, live, fresh or chilled",935.62,853.18,884.98,781.99,1881.59,1829.81
"832","Papua New Guinea","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",133.66,182.82,216.73,191.51,202.27,196.7
"833","Paraguay","Freshwater fish, live, fresh or chilled",24510.02,33567.46,41120.73,37827.29,50924.34,48638.33
"834","Paraguay","Other shrimps and prawns, live, fresh or chilled",0,0,0,0,0,0
"835","Peru","Flatfish, live, fresh or chilled",8.23,16.68,22.11,7.02,76.67,58.42
"836","Peru","Freshwater fish, live, fresh or chilled",15912.31,17223.66,17134.87,21308.78,21085.95,21631.73
"837","Peru","Octopus, live, fresh or chilled",0,0,0.12,0,0,0
"838","Peru","Other crustaceans, live, fresh or chilled",0,0,0,0,0,0
"839","Peru","Other fish, live, fresh or chilled",0,0,0,0,0,0
"840","Peru","Other molluscs, live, fresh or chilled",0,0,1.63,0,0,0
"841","Peru","Other shrimps and prawns, live, fresh or chilled",261.02,1004.47,236.45,360.49,257.73,270.97
"842","Peru","Other shrimps and prawns, live, fresh or chilled",129064.22,154371.49,112851.73,117493.17,128162.77,137435.94
"843","Peru","Oysters, live, fresh or chilled",0,0,0,0,0,0
"844","Peru","Salmonidae, live, fresh or chilled",116559.68,104949.68,155585.52,191950.33,164947.25,164089.19
"845","Peru","Scallops, live, fresh or chilled",616337.7,500690.34,154756.3,148220.56,89987.65,93389.73
"846","Peru","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",66,3.3,1.58,1.65,2.33,1.5
"847","Philippines","Crabs, live, fresh or chilled",113083.29,115676.73,118252.44,131725.53,144123.03,171303.53
"848","Philippines","Crabs, live, fresh or chilled",0,0,0,36.85,39.68,113.23
"849","Philippines","Freshwater fish, live, fresh or chilled",24919.58,28512.17,28805.97,24892.52,24623.56,27621.4
"850","Philippines","Freshwater fish, live, fresh or chilled",452910.16,429243.41,419747.44,379697.5,399266.37,398709.76
"851","Philippines","Freshwater fish, live, fresh or chilled",0,0,0,191.22,9.14,0.73
"852","Philippines","Mussels, live, fresh or chilled",5954.59,5016.43,4735.33,5763.85,6859.71,9789.61
"853","Philippines","Other crustaceans, live, fresh or chilled",0,0,0,0,0,0
"854","Philippines","Other fish, live, fresh or chilled",490090.49,467071.41,455453.62,439995.83,434164.63,445919.05
"855","Philippines","Other fish, live, fresh or chilled",72025.47,58920.5,61724.48,53206.26,67212.93,76645.28
"856","Philippines","Other fish, live, fresh or chilled",294465.23,284164.53,263484.86,249537.77,249977.71,265922.17
"857","Philippines","Other pelagic fish, live, fresh or chilled",1110.38,89.81,1040.86,309.45,35.53,35.92
"858","Philippines","Other shrimps and prawns, live, fresh or chilled",515755.14,486023.97,511192.25,500615.12,501886.62,484803.5
"859","Philippines","Other shrimps and prawns, live, fresh or chilled",52.27,35.38,22.8,12.9,8.49,5.53
"860","Philippines","Other shrimps and prawns, live, fresh or chilled",0,0,0,1.31,0,1.43
"861","Philippines","Oysters, live, fresh or chilled",4024.43,4043.47,3976.25,4281,5143.9,5887.58
"862","Philippines","Rock lobster and other sea crawfish, live, fresh or chilled",515.65,524.14,504.16,504.51,556.9,488.27
"863","Philippines","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",233382.48,256258.23,182678.01,128537.18,164591.34,207291.15
"864","Poland","Freshwater fish, live, fresh or chilled",0,0,0,0,0,0
"865","Poland","Freshwater fish, live, fresh or chilled",67306.74,71755.67,70169.34,70510.93,72591.96,81877.7
"866","Poland","Other crustaceans, live, fresh or chilled",0.96,0.32,0,0,10.44,4.75
"867","Poland","Other fish, live, fresh or chilled",2977.96,3189.19,2202.38,2933.29,3614.98,4629.34
"868","Poland","Salmonidae, live, fresh or chilled",41600.5,52809.21,39483,47868.03,49076.74,56490.96
"869","Portugal","Clams, cockles and ark shells, live, fresh or chilled",33093.07,24312.82,29070.46,25897.57,49137.87,30549.52
"870","Portugal","Cuttle fish and squid, live, fresh or chilled",0,0,0,0,0,0
"871","Portugal","Flatfish, live, fresh or chilled",0,0,0,0,0,0
"872","Portugal","Flatfish, live, fresh or chilled",18736.32,22346.01,14977.88,22088.09,22983.46,2223.07
"873","Portugal","Freshwater fish, live, fresh or chilled",0,0,0,0,0,0
"874","Portugal","Freshwater fish, live, fresh or chilled",0,0,0,0,0,0
"875","Portugal","Mussels, live, fresh or chilled",1273.59,1067.98,1138.13,2692.65,1498.17,2061.5
"876","Portugal","Octopus, live, fresh or chilled",0,0,0,0,0,0
"877","Portugal","Other fish, live, fresh or chilled",15.68,17.05,18.78,25.57,13,6.52
"878","Portugal","Other fish, live, fresh or chilled",0,0,0,0,0,0
"879","Portugal","Other fish, live, fresh or chilled",14485.76,15013.26,9516.79,10967.85,12990.44,29347.7
"880","Portugal","Other molluscs, live, fresh or chilled",0,1.4,0,0,0,13.82
"881","Portugal","Other pelagic fish, live, fresh or chilled",0,0,0,14.64,0,0
"882","Portugal","Other shrimps and prawns, live, fresh or chilled",10.78,11.29,41.72,67.84,88.11,97.85
"883","Portugal","Oysters, live, fresh or chilled",1309.52,1327.01,1123.96,1808.26,2989.26,9572.83
"884","Portugal","Oysters, live, fresh or chilled",1365.04,2255.4,1905.65,1304.51,1126.88,8103.52
"885","Portugal","Salmonidae, live, fresh or chilled",0,0,0,0,0,0
"886","Portugal","Salmonidae, live, fresh or chilled",2526.81,2393.12,1910.91,2012.03,2033.75,2416.53
"887","Portugal","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",0,201.75,90.56,102.94,1018.99,1116
"888","Portugal","Tunas, skipjack or stripe-bellied bonito, live, fresh or chilled",0,0,0,0,0,0
"889","Puerto Rico","Freshwater fish, live, fresh or chilled",43.73,52.38,52.38,52.38,52.38,52.38
"890","Puerto Rico","Freshwater fish, live, fresh or chilled",0,0,0,0,0,0
"891","Puerto Rico","Other pelagic fish, live, fresh or chilled",0,0,0,0,0,0
"892","Puerto Rico","Other shrimps and prawns, live, fresh or chilled",303.08,280.2,280.2,280.2,280.2,280.2
"893","Puerto Rico","Other shrimps and prawns, live, fresh or chilled",0,0,0,0,0,0
"894","Puerto Rico","Oysters, live, fresh or chilled",0,0,0,0,0,0
"895","Qatar","Freshwater fish, live, fresh or chilled",207.2,207.2,37,37,37,37
"896","Qatar","Other fish, live, fresh or chilled",0,0,0,0,0,0
"897","Romania","Flatfish, live, fresh or chilled",0,114.73,124.82,123.18,0,0
"898","Romania","Freshwater fish, live, fresh or chilled",21578.46,20206.62,17985.75,21718.78,25765.59,24366.32
"899","Romania","Mussels, live, fresh or chilled",31.26,33.49,56.24,39.15,0,0
"900","Romania","Other crustaceans, live, fresh or chilled",0,0,0,13.6,2.02,0
"901","Romania","Other fish, live, fresh or chilled",147.86,58.32,106.39,1167.21,1801.86,586.94
"902","Romania","Other fish, live, fresh or chilled",0,2.96,0,0,0,0
"903","Romania","Oysters, live, fresh or chilled",0,1.03,0,0,0,0
"904","Romania","Salmonidae, live, fresh or chilled",5661.06,5089.61,6029.61,7575.42,9441.31,11188.89
"905","Romania","Others",0,0,0,0,0,0
"906","Russian Federation","Fish of Gadiformes, live, fresh or chilled",0,0,0,0,0,0
"907","Russian Federation","Flatfish, live, fresh or chilled",0,0,0,0,0,0
"908","Russian Federation","Freshwater fish, live, fresh or chilled",0,0,0,0,0,0
"909","Russian Federation","Freshwater fish, live, fresh or chilled",238451,254767.1,252972.1,272813.7,285068.1,360486
"910","Russian Federation","Mussels, live, fresh or chilled",1253.2,1037.4,269.1,543.4,1514.5,1671.8
"911","Russian Federation","Other aquatic invertebrates, live, fresh or chilled, n.e.c.",0,0,0,2035,255,960
"912","Russian Federation","Other aquatic invertebrates, live, fresh or chilled, n.e.c.",5,0,0,5,10,75
"913","Russian Federation","Other crustaceans, live, fresh or chilled",0,0,0,40,100,115
"914","Russian Federation","Other fish, live, fresh or chilled",41165,44357.5,48782.5,37547.5,37137.5,50538
"915","Russian Federation","Other fish, live, fresh or chilled",0,0,0,0,0,0
"916","Russian Federation","Oysters, live, fresh or chilled",70.2,74.1,46.8,280.8,690.3,3171
"917","Russian Federation","Salmonidae, live, fresh or chilled",169211,175035,171017,201859,236642,246428
"918","Russian Federation","Salmonidae, live, fresh or chilled",90350,75505,44071,51428,52064,103422
"919","Russian Federation","Scallops, live, fresh or chilled",6817.2,12480,10400,19474,7101.9,5760
"920","Russian Federation","Sea cucumbers, live, fresh or chilled",707.2,4902,4830,9708,11790,13842
"921","Russian Federation","Sea urchins, live, fresh or chilled",162,4.5,4.5,99,103.5,302
"922","Russian Federation","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",770.4,2863.2,2443.2,1426.8,1820.4,5572.8
"923","Rwanda","Freshwater fish, live, fresh or chilled",4486.76,5440.25,5550.12,5860.26,11923.19,17167.7
"924","R?union","Freshwater fish, live, fresh or chilled",0,0,0,0,0,0
"925","R?union","Freshwater fish, live, fresh or chilled",398.44,232.49,194.16,193.71,28.24,29.52
"926","R?union","Other fish, live, fresh or chilled",0,0,0,0,0,0
"927","R?union","Other fish, live, fresh or chilled",59.77,59.78,49.93,49.81,0,0
"928","R?union","Other pelagic fish, live, fresh or chilled",0,0,0,0,0,0
"929","R?union","Other shrimps and prawns, live, fresh or chilled",0,0,0,0,0,0
"930","R?union","Salmonidae, live, fresh or chilled",298.83,298.91,249.64,249.05,50.84,53.14
"931","R?union","Others",0,0,0,0,0,0
"932","Saint Kitts and Nevis","Freshwater fish, live, fresh or chilled",11.48,11.48,11.48,11.48,11.48,0
"933","Saint Kitts and Nevis","Other shrimps and prawns, live, fresh or chilled",0,0,0,0,0,0
"934","Saint Kitts and Nevis","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",0,0.5,1.25,0,1.25,1.09
"935","Saint Lucia","Freshwater fish, live, fresh or chilled",26.48,20.22,32.02,45.41,18.45,20.37
"936","Saint Lucia","Other shrimps and prawns, live, fresh or chilled",67.59,66.67,97.22,90.43,28.2,32.41
"937","Saint Lucia","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",42.37,15.26,28.11,29.44,77.78,77.78
"938","Saint Vincent/Grenadines","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",1.25,3.5,3.5,3.5,2.75,5
"939","Samoa","Clams, cockles and ark shells, live, fresh or chilled",0,0,0,0,0,0
"940","Samoa","Crabs, live, fresh or chilled",0,0,0,0,7.05,6.96
"941","Samoa","Freshwater fish, live, fresh or chilled",4.14,5.96,0,0,0,0
"942","Samoa","Freshwater fish, live, fresh or chilled",3.93,5.96,26.05,19.49,49.98,24.41
"943","Samoa","Other crustaceans, live, fresh or chilled",0,0,0,0,0,0
"944","Saudi Arabia","Freshwater fish, live, fresh or chilled",1600,2368,1830.4,1792,1792,1792
"945","Saudi Arabia","Freshwater fish, live, fresh or chilled",16725,33740,29422.4,42504,42560,42560
"946","Saudi Arabia","Other fish, live, fresh or chilled",0,0,0,0,0,0
"947","Saudi Arabia","Other fish, live, fresh or chilled",3510,3150,2340,0,0,0
"948","Saudi Arabia","Other fish, live, fresh or chilled",15125,36053.33,57400,64226.67,63626.67,64426.67
"949","Saudi Arabia","Other shrimps and prawns, live, fresh or chilled",7920,103840,138360,192440,313600,448800
"950","Saudi Arabia","Sea cucumbers, live, fresh or chilled",60,50,0,0,0,0
"951","Senegal","Freshwater fish, live, fresh or chilled",480.73,667.46,505.12,553.96,377.94,125.96
"952","Senegal","Freshwater fish, live, fresh or chilled",820.78,1504.81,1311.19,1531.01,721.53,574.03
"953","Senegal","Mussels, live, fresh or chilled",10.2,56.63,52.41,2499.12,1199.12,485.86
"954","Senegal","Other shrimps and prawns, live, fresh or chilled",0,0,0,0,0,0
"955","Senegal","Oysters, live, fresh or chilled",0,0,0,0,0,0
"956","Senegal","Oysters, live, fresh or chilled",491.86,931.4,1798.12,1861.77,500.43,1066.19
"957","Senegal","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",0,0,0,0,0,0
"958","Senegal","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",7.29,36.41,30.43,111.3,15.46,10.8
"959","Senegal","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",0,0,0,0,0,53.98
"960","Serbia","Freshwater fish, live, fresh or chilled",16985.17,19210.48,14211.4,14207.49,14295.27,16595.4
"961","Serbia","Salmonidae, live, fresh or chilled",3483.17,3007.16,3249.17,2660.33,3295.56,7460.31
"962","Serbia and Montenegro","Freshwater fish, live, fresh or chilled",0,0,0,0,0,0
"963","Serbia and Montenegro","Mussels, live, fresh or chilled",0,0,0,0,0,0
"964","Serbia and Montenegro","Other fish, live, fresh or chilled",0,0,0,0,0,0
"965","Serbia and Montenegro","Other fish, live, fresh or chilled",0,0,0,0,0,0
"966","Serbia and Montenegro","Salmonidae, live, fresh or chilled",0,0,0,0,0,0
"967","Seychelles","Coral and similar products, shells of molluscs, crustaceans or echinoderms and cuttle-bone; live aquatic plants and animals for ornamental purpose",0,19.61,18.78,0,0.38,0
"968","Seychelles","Other shrimps and prawns, live, fresh or chilled",0,0,0,0,0,0
"969","Sierra Leone","Freshwater fish, live, fresh or chilled",115,115,130,130,130,130
"970","Singapore","Crabs, live, fresh or chilled",0,0,1686.74,827.03,577.57,676.06
"971","Singapore","Crabs, live, fresh or chilled",6216.43,2708.45,409.09,386.64,402.82,335.19
"972","Singapore","Freshwater fish, live, fresh or chilled",0,0,0,0,1.74,0
"973","Singapore","Freshwater fish, live, fresh or chilled",3240.94,3614.67,3539.24,3444.3,2890.95,3131.69
"974","Singapore","Freshwater fish, live, fresh or chilled",215.9,189.9,309.66,494.02,336.63,378.58
"975","Singapore","Mussels, live, fresh or chilled",262.64,361.43,652.45,337.41,282.95,356.6
"976","Singapore","Other crustaceans, live, fresh or chilled",0,0,0,0,119.77,92.21
"977","Singapore","Other fish, live, fresh or chilled",0,0,0,0,2939.29,3285.63
"978","Singapore","Other fish, live, fresh or chilled",0,0,0,0,8.69,0
"979","Singapore","Other fish, live, fresh or chilled",13673.1,14195.13,17412.64,16636.09,17530.22,17621.07
"980","Singapore","Other pelagic fish, live, fresh or chilled",0,0,0,0,21.29,12.62
"981","Singapore","Other pelagic fish, live, fresh or chilled",1430.25,857.47,1226.93,1108.04,1291.17,682.57
"982","Singapore","Other shrimps and prawns, live, fresh or chilled",787.58,1060.4,948.09,967.14,943.87,1040.03
"983","Singapore","Other shrimps and prawns, live, fresh or chilled",31.17,16.33,33.4,63.1,71.48,95.94
"984","Singapore","Oysters, live, fresh or chilled",69.34,5.02,0.26,3.33,6.12,4.96
"985","Singapore","Rock lobster and other sea crawfish, live, fresh or chilled",0,0,1464.72,1550.01,1557.42,1241.87
"986","Singapore","Rock lobster and other sea crawfish, live, fresh or chilled",2031.5,1795.16,623.86,928.7,864.21,1247.48
"987","Singapore","Others",2346,1825.78,2422.44,2701.26,2797.65,2835.36
"988","Slovakia","Freshwater fish, live, fresh or chilled",965.7,829.49,964.05,1664.08,3735.54,3079.14
"989","Slovakia","Other fish, live, fresh or chilled",0,0,0,0,13.05,0
"990","Slovakia","Salmonidae, live, fresh or chilled",3204.3,3604.89,3236.99,3912.59,3161.33,3399.69
"991","Slovenia","Clams, cockles and ark shells, live, fresh or chilled",53.12,111.06,61.02,60.88,62.13,64.95
"992","Slovenia","Freshwater fish, live, fresh or chilled",516.08,486.55,408.16,548.22,540.21,570.11
"993","Slovenia","Mussels, live, fresh or chilled",217.15,280.31,318.04,335.94,384.03,431
"994","Slovenia","Other fish, live, fresh or chilled",0,0,0,0,0,719.53
"995","Slovenia","Other fish, live, fresh or chilled",398.44,543.62,481.53,480.4,560.32,585.75
"996","Slovenia","Salmonidae, live, fresh or chilled",3592.49,3403.72,3459.31,4108.71,3526.41,4840.38
"997","Solomon Islands","Freshwater fish, live, fresh or chilled",4,4,4,4,1.06,0.41
"998","Solomon Islands","Other shrimps and prawns, live, fresh or chilled",0,0,0,0,0,0
"999","Solomon Islands","Other shrimps and prawns, live, fresh or chilled",0,0,0,0,0,0
"1000","Solomon Islands","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",708.51,760.22,709.06,332.78,63.63,213.09
"1001","South Africa","Abalone, live, fresh or chilled",55571.92,43957.44,42310.36,34739.19,34450.84,61620.38
"1002","South Africa","Clams, cockles and ark shells, live, fresh or chilled",0,0,0,0,0,0
"1003","South Africa","Flatfish, live, fresh or chilled",0,0,0,0,0,0
"1004","South Africa","Freshwater fish, live, fresh or chilled",681.51,606.3,576.07,1200.58,1617.62,1069.79
"1005","South Africa","Mussels, live, fresh or chilled",2542.92,3409.67,3031.98,2931.42,4375.24,4120.05
"1006","South Africa","Other aquatic invertebrates, live, fresh or chilled, n.e.c.",0,0,0,0,0,0
"1007","South Africa","Other crustaceans, live, fresh or chilled",93.22,82.93,56.43,48.95,102.6,75.52
"1008","South Africa","Other fish, live, fresh or chilled",891.76,1044.91,422.45,0,0,0
"1009","South Africa","Other fish, live, fresh or chilled",0,0,0,0,0,0
"1010","South Africa","Other fish, live, fresh or chilled",0,0,0,0,0,0
"1011","South Africa","Other shrimps and prawns, live, fresh or chilled",0,0,0,0,0,0
"1012","South Africa","Other shrimps and prawns, live, fresh or chilled",0,0,0,0,0,0
"1013","South Africa","Oysters, live, fresh or chilled",1262.34,1078.45,955.25,1214.41,1946.9,2781.7
"1014","South Africa","Salmonidae, live, fresh or chilled",6305.51,5528.6,4702.59,5098.71,5437.32,6583.69
"1015","South Africa","Salmonidae, live, fresh or chilled",0,0,0,0,0,204.48
"1016","South Africa","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",503.36,497.57,275.1,458.88,174.55,637.07
"1017","South Sudan","Freshwater fish, live, fresh or chilled",70,70,70,70,70,70
"1018","Spain","Abalone, live, fresh or chilled",0,0,0,7.52,72.45,216.9
"1019","Spain","Clams, cockles and ark shells, live, fresh or chilled",15747.09,9262.3,9539.5,18131.87,10615.73,17961.56
"1020","Spain","Clams, cockles and ark shells, live, fresh or chilled",2044.82,2367.49,2808.11,2713.92,3068.45,4034.55
"1021","Spain","Crabs, live, fresh or chilled",5.36,5.05,26.54,0.83,0.85,0
"1022","Spain","Cuttle fish and squid, live, fresh or chilled",0,2.37,1.77,0.34,0,0
"1023","Spain","Fish of Gadiformes, live, fresh or chilled",0,0,0,0,0,0
"1024","Spain","Flatfish, live, fresh or chilled",21.06,14.16,17.37,5539.09,10.17,0
"1025","Spain","Flatfish, live, fresh or chilled",77778.9,75783.4,60366.2,63835.61,79756.83,82584.9
"1026","Spain","Freshwater fish, live, fresh or chilled",410.07,531.2,379.84,550.32,453.64,447
"1027","Spain","Freshwater fish, live, fresh or chilled",0,0,0,0,0,0
"1028","Spain","Mussels, live, fresh or chilled",0,0,0,0,0,0
"1029","Spain","Mussels, live, fresh or chilled",106150.78,146816.74,127704.4,130587.85,147495.69,159570.8
"1030","Spain","Octopus, live, fresh or chilled",9.86,7.61,1.75,7.53,19.95,11.59
"1031","Spain","Other aquatic invertebrates, live, fresh or chilled, n.e.c.",0,19.06,11.09,26.29,26.21,9.57
"1032","Spain","Other crustaceans, live, fresh or chilled",0,0,0,0,0,0
"1033","Spain","Other fish, live, fresh or chilled",9845.28,12454.3,11250.55,18376.36,11110.6,10467.5
"1034","Spain","Other fish, live, fresh or chilled",4897.17,4649.19,4203.81,6089.68,4254.15,4740.89
"1035","Spain","Other fish, live, fresh or chilled",221682.37,239431.65,217495.82,237429.76,244658.62,257466.1
"1036","Spain","Other molluscs, live, fresh or chilled",0,19.55,0,0,0,25.98
"1037","Spain","Other pelagic fish, live, fresh or chilled",1.59,4.09,4.61,0,163.41,545.44
"1038","Spain","Other shrimps and prawns, live, fresh or chilled",269.01,538.09,914.99,833.46,994.56,1338.98
"1039","Spain","Other shrimps and prawns, live, fresh or chilled",33.2,93,122.05,166.03,169.45,221.43
"1040","Spain","Other shrimps and prawns, live, fresh or chilled",28.56,62.87,171.81,104.79,89.81,245.66
"1041","Spain","Oysters, live, fresh or chilled",389.02,380.77,388.88,438.78,501.2,220.49
"1042","Spain","Oysters, live, fresh or chilled",5101.5,4867.07,4449.08,4326.77,4039.29,4597.87
"1043","Spain","Rock lobster and other sea crawfish, live, fresh or chilled",0,0,0,0,0,0
"1044","Spain","Salmonidae, live, fresh or chilled",57617.48,56503.34,52414.93,56600.38,57110.86,32339.23
"1045","Spain","Salmonidae, live, fresh or chilled",0,18.85,38.1,49.95,218.5,0
"1046","Spain","Scallops, live, fresh or chilled",43.09,43.61,28.08,11.24,10.98,7.28
"1047","Spain","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",0,0,0,1161.69,0,0
"1048","Spain","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",0,0,0,14.39,11.84,89.05
"1049","Spain","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",1004.06,909.1,790.03,63.36,1689.42,2415.44
"1050","Spain","Tunas, skipjack or stripe-bellied bonito, live, fresh or chilled",7359.02,7690.43,15832.9,15104.19,17919,18973.69
"1051","Sri Lanka","Crabs, live, fresh or chilled",16.41,18.46,132.44,2134.47,666.46,849.54
"1052","Sri Lanka","Freshwater fish, live, fresh or chilled",0,0,0,0,0,64.23
"1053","Sri Lanka","Freshwater fish, live, fresh or chilled",37273.89,41111.28,32572.35,30385.01,27663.49,24505.3
"1054","Sri Lanka","Mussels, live, fresh or chilled",0,0,0,0,0,2.46
"1055","Sri Lanka","Other fish, live, fresh or chilled",51.95,61.25,127.65,16.12,0,602.63
"1056","Sri Lanka","Other fish, live, fresh or chilled",0,0,152.35,5.15,1056.64,0
"1057","Sri Lanka","Other fish, live, fresh or chilled",0,0,0,600.02,2.95,1177.13
"1058","Sri Lanka","Other shrimps and prawns, live, fresh or chilled",22332.42,27707.87,41733.11,33136.04,27334.19,44760.45
"1059","Sri Lanka","Other shrimps and prawns, live, fresh or chilled",287.18,360.01,512.1,453.35,440.81,864.19
"1060","Sri Lanka","Oysters, live, fresh or chilled",76.05,0,0,0,322.21,332.38
"1061","Sri Lanka","Rock lobster and other sea crawfish, live, fresh or chilled",0,0,0,134.63,445.53,935.59
"1062","Sri Lanka","Sea cucumbers, live, fresh or chilled",0,0,16.94,358.49,170.03,1085.66
"1063","Sri Lanka","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",9.75,3.42,3502.28,136.69,453.93,198.2
"1064","St. Pierre and Miquelon","Mussels, live, fresh or chilled",19.92,7.97,6.66,6.64,0,0
"1065","St. Pierre and Miquelon","Scallops, live, fresh or chilled",0,557.97,0,0,745.59,434
"1066","Sudan","Freshwater fish, live, fresh or chilled",24491.46,22486.14,36510.08,40729.5,65461.09,23428.92
"1067","Sudan (former)","Freshwater fish, live, fresh or chilled",0,0,0,0,0,0
"1068","Suriname","Freshwater fish, live, fresh or chilled",9.64,12.1,8.43,16.63,36.15,36.15
"1069","Suriname","Freshwater fish, live, fresh or chilled",0,45.7,250.14,399.45,423.75,423.75
"1070","Suriname","Other shrimps and prawns, live, fresh or chilled",640.64,648.77,618.24,210.39,216.9,216.9
"1071","Suriname","Other shrimps and prawns, live, fresh or chilled",0,0,0,0,0,0
"1072","Sweden","Freshwater fish, live, fresh or chilled",0,0,0,0,0,0
"1073","Sweden","Mussels, live, fresh or chilled",1567.71,1552.39,1102.87,1623.69,1413.52,662.57
"1074","Sweden","Other crustaceans, live, fresh or chilled",40.56,33.99,29.46,32.46,32.89,36.93
"1075","Sweden","Other fish, live, fresh or chilled",1070.56,652.05,912.41,1270.85,1142.26,797.24
"1076","Sweden","Oysters, live, fresh or chilled",0,0,0,0,0,0
"1077","Sweden","Salmonidae, live, fresh or chilled",46361.5,46880.13,36310.5,44215.88,45786.68,33222.59
"1078","Sweden","Salmonidae, live, fresh or chilled",15037.03,13156.82,7712.55,9608.35,12360.94,14197.27
"1079","Switzerland","Freshwater fish, live, fresh or chilled",1890,1890,1890,3290,3290,3290
"1080","Switzerland","Other fish, live, fresh or chilled",330,330,330,330,330,580
